
Code 	Short Name                	Long Name                                         	North Carolina Totals	  Alamance	 Alexander	 Alleghany	     Anson	      Ashe	Atlantic Ocean	     Avery	  Beaufort	    Bertie	    Bladen	 Brunswick	  Buncombe	     Burke	  Cabarrus	  Caldwell	    Camden	  Carteret	   Caswell	   Catawba	   Chatham	  Cherokee	    Chowan	      Clay	 Cleveland	  Columbus	    Craven	Cumberland	 Currituck	      Dare	  Davidson	     Davie	    Duplin	    Durham	 Edgecombe	   Forsyth	  Franklin	    Gaston	     Gates	    Graham	 Granville	    Greene	  Guilford	   Halifax	   Harnett	   Haywood	 Henderson	  Hertford	      Hoke	      Hyde	   Iredell	   Jackson	  Johnston	     Jones	       Lee	    Lenoir	   Lincoln	     Macon	   Madison	    Martin	  Mcdowell	Mecklenburg	  Mitchell	Montgomery	     Moore	      Nash	New Hanover	Northampton	    Onslow	    Orange	   Pamlico	Pasquotank	    Pender	Perquimans	    Person	      Pitt	      Polk	  Randolph	  Richmond	   Robeson	Rockingham	     Rowan	Rutherford	   Sampson	  Scotland	    Stanly	    Stokes	     Surry	     Swain	Transylvania	   Tyrrell	     Union	     Vance	      Wake	    Warren	Washington	   Watauga	     Wayne	    Wilkes	    Wilson	    Yadkin	    Yancey
34660	46DNOCRE SEDUG/KG DRY WGT 	DNOC (4,6-DINITRO-ORTHO-CRESOL)    DRY WGTBOTUG/KG	                   19	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          5	         0	         0	         0	         0	          1	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0
34661	46DNOCRE TISMG/KG WET WGT 	DNOC (4,6-DINITRO-ORTHO-CRESOL)    WET WGTTISMG/KG	                    6	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34664	PCB-1221 TISMG/KG WET WGT 	PCB - 1221                         WET WGTTISMG/KG	                   37	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          1	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34667	PCB-1232 TISMG/KG WET WGT 	PCB - 1232                         WET WGTTISMG/KG	                   37	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          1	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34668	DICHLORO DIFLUORO TOTWUG/L	DICHLORODIFUOROMETHANE                    TOTWUG/L	                   38	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         7	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          9	         0	         0	         0	         0	         16	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34669	PCB-1248 TISMG/KG WET WGT 	PCB - 1248                         WET WGTTISMG/KG	                   37	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          1	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34670	PCB-1260 TISMG/KG WET WGT 	PCB - 1260                         WET WGTTISMG/KG	                   37	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          1	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34671	PCB      1016     TOTWUG/L	PCB - 1016                                TOTWUG/L	                  101	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         7	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         6	         0	         0	         0	         0	         2	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         30	         0	         0	         0	         0	         45	          2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         7	         0	         0	         1	         0	         0	         0	         0	         0
34674	PCB-1016 TISMG/KG WET WGT 	PCB - 1016                         WET WGTTISMG/KG	                   37	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          1	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34680	ALDRIN   TISMG/KG WET WGT 	ALDRIN             IN FISH TISSUE WET WEIGHT MG/KG	                   39	         0	         0	         0	         0	         0	             0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         2	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34682	CDANEWET TECH&MET TISMG/KG	CHLORDANE(TECH MIX & METABS),TISSUEWET WGTT,MG/KG 	                    6	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34683	DNB PHTH TIS-WET  MG/KG   	DI-N-BUTYL PHTHALATE,TISSUE,WET WGTWET WGT        	                    6	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34684	DIELDRIN  TISMG/KG        	DIELDRIN                                  TISMG/KG	                   72	         0	         0	         0	         0	         0	             0	         0	         0	         0	        35	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        37	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
34685	ENDRIN   TISMG/KG WET WGT 	ENDRIN                             WET WGTTISMG/KG	                  121	         1	         0	         0	         0	         0	             0	         0	         0	         0	        32	         3	         0	         0	         0	         2	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	        34	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	        19	           1	         0	         0	         0	         6	         0	         5	         1	         0	         0	         0	         0	         0
34686	HPCHLREP TISMG/KG WET WGT 	HEPTACHLOR EPOXIDE                 WET WGTTISMG/KG	                   58	         1	         0	         0	         0	         0	             0	         0	         0	         0	         1	         3	         0	         0	         0	         2	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         2	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	        19	           1	         0	         0	         0	         6	         0	         5	         1	         0	         0	         0	         0	         0
34687	HEPTCHLR TISMG/KG WET WGT 	HEPTACHLOR                         WET WGTTISMG/KG	                  127	         1	         0	         0	         0	         0	             0	         0	         0	         0	        35	         3	         0	         0	         0	         2	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	        37	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	        19	           1	         0	         0	         0	         6	         0	         5	         1	         0	         0	         0	         0	         0
34688	HCB      TISMG/KG WET WGT 	HEXACHLOROBENZENE                  WET WGTTISMG/KG	                   51	         1	         0	         0	         0	         0	             0	         0	         0	         0	        10	         3	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        12	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         4	           1	         0	         0	         0	         6	         0	         5	         1	         0	         0	         0	         0	         0
34689	PCB-1242 TISMG/KG WET WGT 	PCB - 1242                         WET WGTTISMG/KG	                   37	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          1	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34690	PCB-1254 TISMG/KG WET WGT 	PCB - 1254                         WET WGTTISMG/KG	                   39	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	          1	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34691	TOXAPHEN TISMG/KG WET WGT 	TOXAPHENE                          WET WGTTISMG/KG	                   94	         0	         0	         0	         0	         0	             0	         0	         0	         0	        28	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         4	         0	         0	         0	        30	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	        19	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34692	TRICLETE TISMG/KG WET WGT 	TRICHLOROETHYLENE                  WET WGTTISMG/KG	                    1	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0
34693	VINYLCHL TISMG/KG WET WGT 	VINYL CHLORIDE                     WET WGTTISMG/KG	                    1	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0
34694	PHENOL    TOT UG/L        	PHENOL(C6H5OH)-SINGLE COMPOUND          TOTWUG/L  	                   84	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         1	         7	         0	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         6	         0	         0	         0	         0	         2	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         14	         0	         0	         0	         0	         45	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34695	PHENOL   SEDUG/KG DRY WGT 	PHENOL(C6H5OH)-SINGLE COMPOUND     DRY WGTTUG/KG  	                   15	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         4	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          5	         0	         0	         0	         0	          1	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0
34696	NAPTHALE NE     T OTWUG/L 	NAPHTHALENE                             TOTWUG/L  	                   81	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         1	         7	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         6	         0	         0	         0	         0	         2	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         14	         0	         0	         0	         0	         45	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
34697	T183-DCP SED DRY  WGTUG/KG	TRANS-1,3-DICHLOROPROPENE SEDIMENT DRY WGT UG/KG  	                    1	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          1	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
34699	T1,3-DCP TOT WAT  UG/L    	TRANS-1,3-DICHLOROPROPENETOTAL IN WATER UG/L      	                   23	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	         23	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
34702	C1,3-DCP SED DRY  WGTUG/KG	CIS-1,3-DICHLOROPROPENE  SEDIMENT DRY WEIGHT UG/KG	                    1	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          1	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
34704	C1,3-DCP TOT WAT  UG/L    	CIS-1,3-DICHLOROPROPENE  TOTAL IN WATER UG/L      	                   16	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	         16	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
34754	TCDD     TISPG/G  WETWGT  	2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN   TISWETWTPG/G	                   37	         2	         0	         0	         0	         0	             0	         0	         0	         0	         0	         4	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         3	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         5	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         2	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	           3	         0	         0	         0	         4	         0	         9	         0	         0	         0	         0	         0	         0
38260	MBAS      MG/L            	METHYLENE BLUE ACTIVE SUBST. (DETERGENTS, ETC.)   	                  142	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         7	          3	         0	         0	         0	         0	          0	          0	        12	         0	         0	         0	        36	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          81	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
38442	DICAMBA  (BANVEL) DISSUG/L	DICAMBA (BANVEL)                    WATER,DISSUG/L	                    2	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
38451	DICLPROP  SUSPUG/L        	DICHLORPROP                         WATER,SUSPUG/L	                    2	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
38745	2,4-DB    TOTWUG/L        	2,4-DB                              WATER, TOTUG/L	                    2	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0
38824	ISOPROPA LIN      TISMG/KG	ISOPROPALIN                         TISWETWGTMG/KG	                   19	         1	         0	         0	         0	         0	             0	         0	         0	         0	         0	         3	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         2	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	           1	         0	         0	         0	         2	         0	         5	         0	         0	         0	         0	         0	         0
39032	PCP       TOT UG/L        	PCP (PENTACHLOROPHENOL) WHOLE WATER SAMPLE    UG/L	                   86	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         1	         7	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         6	         0	         0	         0	         0	         2	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         15	         0	         0	         0	         0	         45	          4	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
39060	PCP      TISMG/KG WET WGT 	PCP (PENTACHLOROPHENOL) IN TISSUE WET WGT     UG/G	                    6	         0	         0	         0	         0	         0	             0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         1	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	          0	         0	         0	         0	         0	          0	          0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	         0	           0	         0	         0	         0	         4	         0	         0	         1	         0	         0	         0	         0	         0
