SOURCE,STATION,DATE,SURFCHLA
DWQ,80,9/27/1999,2.74
DWQ,80,10/14/1999,6.77
DWQ,80,10/19/1999,3.1
DWQ,80,11/18/1999,8.65
DWQ,80,12/15/1999,38.44
DWQ,90,7/15/1997,
DWQ,90,8/12/1997,
DWQ,90,9/9/1997,
DWQ,90,9/23/1997,
DWQ,90,10/9/1997,
DWQ,90,11/4/1997,
DWQ,90,1/13/1998,
DWQ,90,2/10/1998,
DWQ,90,3/11/1998,
DWQ,90,4/7/1998,
DWQ,90,5/6/1998,
DWQ,90,6/2/1998,
DWQ,90,7/30/1998,
DWQ,90,8/25/1998,
DWQ,90,9/23/1998,
DWQ,90,10/21/1998,
DWQ,90,11/17/1998,
DWQ,90,1/13/1999,
DWQ,90,3/11/1999,
DWQ,90,4/8/1999,
DWQ,90,5/4/1999,
DWQ,90,7/1/1999,
DWQ,90,7/27/1999,
DWQ,90,8/24/1999,
DWQ,90,9/20/1999,
DWQ,90,9/27/1999,
DWQ,90,10/19/1999,
DWQ,90,11/18/1999,
DWQ,90,12/15/1999,
DWQ,100,7/15/1997,
DWQ,100,8/12/1997,
DWQ,100,9/9/1997,
DWQ,100,9/23/1997,
DWQ,100,10/9/1997,
DWQ,100,11/4/1997,
DWQ,100,12/29/1997,
DWQ,100,1/13/1998,
DWQ,100,2/10/1998,
DWQ,100,3/11/1998,
DWQ,100,4/7/1998,
DWQ,100,5/6/1998,
DWQ,100,6/2/1998,
DWQ,100,7/30/1998,
DWQ,100,8/25/1998,
DWQ,100,9/23/1998,
DWQ,100,10/21/1998,
DWQ,100,11/17/1998,
DWQ,100,1/13/1999,
DWQ,100,2/9/1999,
DWQ,100,3/11/1999,
DWQ,100,4/8/1999,
DWQ,100,5/4/1999,
DWQ,100,7/1/1999,
DWQ,100,7/27/1999,
DWQ,100,8/24/1999,
DWQ,100,9/20/1999,
DWQ,100,9/27/1999,
DWQ,100,10/19/1999,
DWQ,100,11/18/1999,
DWQ,100,12/15/1999,
DWQ,110,7/15/1997,
DWQ,110,8/12/1997,
DWQ,110,9/9/1997,
DWQ,110,9/23/1997,
DWQ,110,10/9/1997,
DWQ,110,11/4/1997,
DWQ,110,12/29/1997,
DWQ,110,1/13/1998,
DWQ,110,2/10/1998,
DWQ,110,3/11/1998,
DWQ,110,4/7/1998,
DWQ,110,5/6/1998,
DWQ,110,6/2/1998,
DWQ,110,7/30/1998,
DWQ,110,8/25/1998,
DWQ,110,9/23/1998,
DWQ,110,10/21/1998,
DWQ,110,11/17/1998,
DWQ,110,1/13/1999,
DWQ,110,2/9/1999,
DWQ,110,3/11/1999,
DWQ,110,4/8/1999,
DWQ,110,5/4/1999,
DWQ,110,7/1/1999,
DWQ,110,7/27/1999,
DWQ,110,8/24/1999,
DWQ,110,9/20/1999,
DWQ,110,9/27/1999,
DWQ,110,10/19/1999,
DWQ,110,11/18/1999,
DWQ,110,12/15/1999,
DWQ,120,6/19/1989,12
DWQ,120,7/19/1989,20
DWQ,120,8/14/1989,14
DWQ,120,9/28/1989,19
DWQ,120,10/17/1989,31
DWQ,120,11/14/1989,42
DWQ,120,12/11/1989,75
DWQ,120,1/30/1990,150
DWQ,120,2/21/1990,69
DWQ,120,3/19/1990,140
DWQ,120,4/23/1990,44
DWQ,120,5/24/1990,25
DWQ,120,6/26/1990,15
DWQ,120,7/24/1990,21
DWQ,120,8/28/1990,21
DWQ,120,9/25/1990,16
DWQ,120,10/22/1990,10
DWQ,120,11/28/1990,44
DWQ,120,4/8/1991,85
DWQ,120,5/15/1991,19
DWQ,120,6/5/1991,23
DWQ,120,7/17/1991,24
DWQ,120,8/13/1991,28
DWQ,120,9/16/1991,22
DWQ,120,10/7/1991,15
DWQ,120,11/14/1991,11
DWQ,120,12/11/1991,5
DWQ,120,1/22/1992,9
DWQ,120,2/19/1992,56
DWQ,120,3/9/1992,23
DWQ,120,4/9/1992,14
DWQ,120,5/14/1992,5
DWQ,120,6/11/1992,7
DWQ,120,7/13/1992,6
DWQ,120,8/10/1992,14
DWQ,120,9/9/1992,42
DWQ,120,10/13/1992,10
DWQ,120,11/17/1992,11
DWQ,120,12/8/1992,6
DWQ,120,2/10/1993,6
DWQ,120,3/22/1993,2
DWQ,120,4/19/1993,18
DWQ,120,5/11/1993,21
DWQ,120,6/9/1993,5
DWQ,120,7/6/1993,4
DWQ,120,8/5/1993,12
DWQ,120,9/7/1993,5
DWQ,120,10/14/1993,2
DWQ,120,11/22/1993,7
DWQ,120,2/16/1994,17
DWQ,120,3/23/1994,13
DWQ,120,4/18/1994,74
DWQ,120,5/10/1994,11
DWQ,120,6/14/1994,14
DWQ,120,7/11/1994,5
DWQ,120,8/9/1994,7
DWQ,120,9/7/1994,3
DWQ,120,10/26/1994,2
DWQ,120,11/14/1994,2
DWQ,120,12/7/1994,3
DWQ,120,1/9/1995,1
DWQ,120,2/14/1995,1
DWQ,120,3/7/1995,11
DWQ,120,4/18/1995,19
DWQ,120,5/4/1995,15
DWQ,120,6/15/1995,6
DWQ,120,7/10/1995,13
DWQ,120,8/4/1995,99
DWQ,120,9/5/1995,8
DWQ,120,9/6/1995,4
DWQ,120,10/23/1995,7
DWQ,120,10/30/1995,43
DWQ,120,11/6/1995,14
DWQ,120,12/5/1995,410
DWQ,120,1/10/1996,44
DWQ,120,2/26/1996,45
DWQ,120,3/13/1996,150
DWQ,120,3/14/1996,150
DWQ,120,4/11/1996,95
DWQ,120,5/7/1996,15
DWQ,120,6/12/1996,28
DWQ,120,7/1/1996,31
DWQ,120,7/30/1996,29
DWQ,120,8/27/1996,20
DWQ,120,8/28/1996,20
DWQ,120,9/18/1996,20
DWQ,120,10/10/1996,5
DWQ,120,12/17/1996,16
DWQ,120,1/29/1997,18
DWQ,120,2/26/1997,
DWQ,120,3/25/1997,20
DWQ,120,4/15/1997,14
DWQ,120,5/20/1997,15
DWQ,120,6/17/1997,6
DWQ,120,7/15/1997,
DWQ,120,8/12/1997,
DWQ,120,9/9/1997,15
DWQ,120,9/23/1997,
DWQ,120,10/6/1997,
DWQ,120,10/9/1997,4
DWQ,120,11/4/1997,4
DWQ,120,12/11/1997,29
DWQ,120,12/29/1997,15
DWQ,120,1/13/1998,19
DWQ,120,1/21/1998,
DWQ,120,2/10/1998,
DWQ,120,2/18/1998,
DWQ,120,3/2/1998,
DWQ,120,3/11/1998,
DWQ,120,4/7/1998,11
DWQ,120,5/6/1998,30
DWQ,120,5/14/1998,
DWQ,120,5/26/1998,20
DWQ,120,6/2/1998,13
DWQ,120,6/30/1998,30
DWQ,120,7/9/1998,16
DWQ,120,7/30/1998,15
DWQ,120,8/25/1998,10
DWQ,120,9/15/1998,17
DWQ,120,9/23/1998,36
DWQ,120,10/21/1998,10
DWQ,120,11/17/1998,10.15
DWQ,120,12/17/1998,11.84
DWQ,120,1/13/1999,15.96
DWQ,120,2/9/1999,24
DWQ,120,3/2/1999,25.38
DWQ,120,3/11/1999,
DWQ,120,4/8/1999,20
DWQ,120,5/4/1999,
DWQ,120,7/1/1999,60.69
DWQ,120,7/27/1999,67.83
DWQ,120,8/24/1999,15.56
DWQ,120,9/20/1999,6.19
DWQ,120,9/27/1999,2.45
DWQ,120,10/14/1999,24.21
DWQ,120,10/19/1999,22.21
DWQ,120,11/18/1999,26.73
DWQ,120,12/15/1999,51.49
DWQ,130,7/15/1997,
DWQ,130,8/12/1997,
DWQ,130,9/9/1997,
DWQ,130,10/9/1997,
DWQ,130,11/4/1997,
DWQ,130,12/29/1997,
DWQ,130,1/13/1998,
DWQ,130,2/10/1998,
DWQ,130,3/11/1998,
DWQ,130,4/7/1998,
DWQ,130,5/6/1998,
DWQ,130,6/2/1998,
DWQ,130,7/30/1998,
DWQ,130,8/25/1998,
DWQ,130,9/23/1998,
DWQ,130,10/21/1998,
DWQ,130,11/17/1998,
DWQ,130,1/13/1999,
DWQ,130,2/9/1999,
DWQ,130,3/11/1999,
DWQ,130,4/8/1999,
DWQ,130,7/1/1999,
DWQ,130,7/27/1999,
DWQ,130,8/24/1999,
DWQ,130,9/20/1999,
DWQ,130,9/27/1999,
DWQ,130,10/19/1999,
DWQ,130,11/18/1999,
DWQ,130,12/15/1999,
DWQ,140,7/15/1997,
DWQ,140,8/12/1997,
DWQ,140,9/9/1997,
DWQ,140,10/9/1997,
DWQ,140,11/4/1997,
DWQ,140,12/29/1997,
DWQ,140,1/13/1998,
DWQ,140,2/10/1998,
DWQ,140,3/11/1998,
DWQ,140,4/7/1998,
DWQ,140,5/6/1998,
DWQ,140,6/2/1998,
DWQ,140,7/30/1998,
DWQ,140,8/25/1998,
DWQ,140,9/23/1998,
DWQ,140,10/21/1998,
DWQ,140,11/17/1998,
DWQ,140,1/13/1999,
DWQ,140,2/9/1999,
DWQ,140,3/11/1999,
DWQ,140,4/8/1999,
DWQ,140,5/4/1999,
DWQ,140,7/1/1999,
DWQ,140,7/27/1999,
DWQ,140,8/24/1999,
DWQ,140,9/20/1999,
DWQ,140,9/27/1999,
DWQ,140,10/19/1999,
DWQ,140,11/18/1999,
DWQ,140,12/15/1999,
DWQ,150,7/15/1997,
DWQ,150,8/12/1997,
DWQ,150,9/9/1997,
DWQ,150,10/9/1997,
DWQ,150,11/4/1997,
DWQ,150,12/29/1997,
DWQ,150,1/13/1998,
DWQ,150,2/10/1998,
DWQ,150,3/11/1998,
DWQ,150,4/7/1998,
DWQ,150,5/6/1998,
DWQ,150,6/2/1998,
DWQ,150,6/30/1998,
DWQ,150,7/30/1998,
DWQ,150,8/25/1998,
DWQ,150,9/23/1998,
DWQ,150,10/21/1998,
DWQ,150,11/17/1998,
DWQ,150,1/13/1999,
DWQ,150,2/9/1999,
DWQ,150,3/11/1999,
DWQ,150,4/8/1999,
DWQ,150,5/4/1999,
DWQ,150,7/1/1999,
DWQ,150,7/27/1999,
DWQ,150,8/24/1999,
DWQ,150,9/20/1999,
DWQ,150,9/27/1999,
DWQ,150,10/19/1999,
DWQ,150,11/18/1999,
DWQ,150,12/15/1999,
DWQ,160,1/23/1979,
DWQ,160,2/12/1979,
DWQ,160,3/8/1979,
DWQ,160,4/27/1979,
DWQ,160,6/7/1979,
DWQ,160,6/8/1979,
DWQ,160,8/2/1979,
DWQ,160,11/29/1979,
DWQ,160,1/22/1980,
DWQ,160,2/28/1980,
DWQ,160,6/3/1980,
DWQ,160,8/25/1980,
DWQ,160,9/25/1980,
DWQ,160,10/16/1980,
DWQ,160,11/4/1980,
DWQ,160,1/9/1981,
DWQ,160,4/22/1981,
DWQ,160,7/21/1981,
DWQ,160,10/8/1981,
DWQ,160,1/29/1982,
DWQ,160,4/30/1982,
DWQ,160,7/15/1982,
DWQ,160,10/15/1982,
DWQ,160,1/21/1983,
DWQ,160,4/13/1983,
DWQ,160,7/15/1983,4
DWQ,160,10/12/1983,
DWQ,160,1/16/1984,63
DWQ,160,4/3/1984,
DWQ,160,7/19/1984,
DWQ,160,10/18/1984,
DWQ,160,2/15/1985,
DWQ,160,4/22/1985,
DWQ,160,7/8/1985,
DWQ,160,10/7/1985,
DWQ,160,1/6/1986,
DWQ,160,4/1/1986,16
DWQ,160,7/10/1986,
DWQ,160,10/15/1986,
DWQ,160,4/23/1987,
DWQ,160,6/23/1987,19
DWQ,160,7/16/1987,25
DWQ,160,8/19/1987,18
DWQ,160,9/10/1987,6
DWQ,160,10/28/1987,6
DWQ,160,11/10/1987,10
DWQ,160,12/22/1987,3
DWQ,160,1/19/1988,20
DWQ,160,2/16/1988,44
DWQ,160,3/29/1988,1
DWQ,160,4/11/1988,2
DWQ,160,5/23/1988,10
DWQ,160,6/22/1988,9
DWQ,160,7/27/1988,34
DWQ,160,8/24/1988,18
DWQ,160,9/27/1988,15
DWQ,160,10/26/1988,2
DWQ,160,11/17/1988,2
DWQ,160,12/7/1988,3
DWQ,160,1/10/1989,8
DWQ,160,3/29/1989,8
DWQ,160,4/25/1989,20
DWQ,160,5/25/1989,88
DWQ,160,6/19/1989,5
DWQ,160,7/12/1989,12
DWQ,160,8/14/1989,8
DWQ,160,9/28/1989,10
DWQ,160,10/17/1989,44
DWQ,160,11/14/1989,17
DWQ,160,12/11/1989,49
DWQ,160,1/30/1990,60
DWQ,160,2/21/1990,26
DWQ,160,3/19/1990,5
DWQ,160,4/23/1990,19
DWQ,160,5/24/1990,18
DWQ,160,6/26/1990,4
DWQ,160,7/24/1990,11
DWQ,160,8/28/1990,15
DWQ,160,9/25/1990,14
DWQ,160,10/22/1990,7
DWQ,160,11/28/1990,8
DWQ,160,12/18/1990,14
DWQ,160,4/8/1991,6
DWQ,160,5/22/1991,16
DWQ,160,6/5/1991,9
DWQ,160,7/17/1991,11
DWQ,160,8/13/1991,15
DWQ,160,9/16/1991,21
DWQ,160,10/7/1991,
DWQ,160,11/14/1991,5
DWQ,160,12/11/1991,4
DWQ,160,1/22/1992,7
DWQ,160,2/19/1992,22
DWQ,160,3/9/1992,4
DWQ,160,4/9/1992,2
DWQ,160,5/14/1992,5
DWQ,160,6/11/1992,5
DWQ,160,7/13/1992,7
DWQ,160,8/10/1992,8
DWQ,160,9/9/1992,27
DWQ,160,10/13/1992,6
DWQ,160,11/17/1992,5
DWQ,160,12/8/1992,3
DWQ,160,2/10/1993,25
DWQ,160,3/22/1993,46
DWQ,160,4/19/1993,17
DWQ,160,5/11/1993,6
DWQ,160,6/9/1993,3
DWQ,160,7/6/1993,2
DWQ,160,8/5/1993,11
DWQ,160,9/7/1993,6
DWQ,160,10/14/1993,4
DWQ,160,11/22/1993,7
DWQ,160,2/16/1994,21
DWQ,160,3/23/1994,180
DWQ,160,4/18/1994,13
DWQ,160,5/10/1994,17
DWQ,160,6/14/1994,5
DWQ,160,7/11/1994,3
DWQ,160,8/9/1994,2
DWQ,160,9/7/1994,3
DWQ,160,10/25/1994,2
DWQ,160,11/14/1994,2
DWQ,160,12/7/1994,2
DWQ,160,1/9/1995,1
DWQ,160,2/14/1995,1
DWQ,160,3/7/1995,110
DWQ,160,4/18/1995,9
DWQ,160,5/4/1995,11
DWQ,160,6/15/1995,8
DWQ,160,7/10/1995,16
DWQ,160,8/4/1995,8
DWQ,160,9/5/1995,8
DWQ,160,10/12/1995,7
DWQ,160,11/6/1995,28
DWQ,160,12/5/1995,28
DWQ,160,1/10/1996,21
DWQ,160,2/26/1996,95
DWQ,160,3/14/1996,80
DWQ,160,4/11/1996,170
DWQ,160,5/7/1996,
DWQ,160,6/12/1996,16
DWQ,160,7/1/1996,110
DWQ,160,7/30/1996,26
DWQ,160,8/28/1996,10
DWQ,160,9/18/1996,26
DWQ,160,9/19/1996,
DWQ,160,10/10/1996,5
DWQ,160,12/17/1996,46
DWQ,160,2/26/1997,32
DWQ,160,3/25/1997,6
DWQ,160,4/15/1997,7
DWQ,160,5/20/1997,7
DWQ,160,6/17/1997,8
DWQ,160,7/15/1997,
DWQ,160,8/12/1997,
DWQ,160,9/9/1997,6
DWQ,160,10/9/1997,4
DWQ,160,11/4/1997,3
DWQ,160,12/11/1997,8
DWQ,160,12/29/1997,7
DWQ,160,1/13/1998,8
DWQ,160,2/10/1998,7
DWQ,160,3/11/1998,13
DWQ,160,4/7/1998,65
DWQ,160,5/6/1998,13
DWQ,160,6/2/1998,8
DWQ,160,6/30/1998,11
DWQ,160,7/30/1998,19
DWQ,160,8/25/1998,5
DWQ,160,9/23/1998,10
DWQ,160,10/21/1998,8
DWQ,160,11/17/1998,7.33
DWQ,160,12/17/1998,1.57
DWQ,160,1/13/1999,9.12
DWQ,160,2/9/1999,54
DWQ,160,3/11/1999,14.66
DWQ,160,4/8/1999,5
DWQ,160,5/4/1999,6.2
DWQ,160,7/1/1999,32.45
DWQ,160,7/27/1999,88.18
DWQ,160,8/24/1999,5.45
DWQ,160,9/20/1999,28.99
DWQ,160,9/27/1999,10.37
DWQ,160,10/14/1999,17.42
DWQ,160,10/19/1999,17.02
DWQ,160,11/18/1999,33.78
DWQ,160,12/15/1999,24.87
DWQ,170,7/15/1997,
DWQ,170,8/12/1997,
DWQ,170,9/9/1997,
DWQ,170,10/9/1997,
DWQ,170,11/4/1997,
DWQ,170,1/13/1998,
DWQ,170,2/10/1998,
DWQ,170,4/7/1998,
DWQ,170,5/6/1998,
DWQ,170,6/2/1998,
DWQ,170,6/30/1998,
DWQ,170,7/30/1998,
DWQ,170,10/21/1998,
DWQ,170,11/17/1998,
DWQ,170,1/13/1999,
DWQ,170,2/9/1999,
DWQ,170,3/11/1999,
DWQ,170,4/8/1999,
DWQ,170,5/4/1999,
DWQ,170,7/1/1999,
DWQ,170,7/27/1999,
DWQ,170,8/24/1999,
DWQ,170,9/27/1999,
DWQ,170,10/19/1999,
DWQ,170,11/18/1999,
DWQ,170,12/15/1999,
DWQ,180,8/12/1997,
DWQ,180,9/9/1997,
DWQ,180,10/9/1997,
DWQ,180,11/4/1997,
DWQ,180,1/13/1998,
DWQ,180,4/7/1998,
DWQ,180,5/6/1998,
DWQ,180,6/2/1998,
DWQ,180,7/30/1998,
DWQ,180,8/25/1998,
DWQ,180,11/17/1998,
DWQ,180,1/13/1999,
DWQ,180,2/9/1999,
DWQ,180,4/8/1999,
DWQ,180,5/4/1999,
DWQ,180,7/1/1999,
DWQ,180,7/27/1999,
DWQ,180,8/24/1999,
DWQ,180,9/27/1999,
DWQ,180,11/18/1999,
DWQ,180,12/15/1999,
DWQ,185,1/23/1979,
DWQ,185,2/12/1979,
DWQ,185,3/8/1979,
DWQ,185,4/27/1979,
DWQ,185,6/8/1979,
DWQ,185,8/2/1979,
DWQ,185,11/29/1979,
DWQ,185,1/22/1980,
DWQ,185,2/28/1980,
DWQ,185,6/3/1980,
DWQ,185,8/25/1980,
DWQ,185,9/25/1980,
DWQ,185,10/16/1980,
DWQ,185,11/4/1980,
DWQ,185,1/9/1981,
DWQ,185,4/22/1981,10
DWQ,185,7/21/1981,
DWQ,185,10/8/1981,
DWQ,185,1/29/1982,
DWQ,185,4/30/1982,
DWQ,185,7/15/1982,
DWQ,185,10/15/1982,
DWQ,185,1/21/1983,
DWQ,185,4/13/1983,
DWQ,185,7/15/1983,
DWQ,185,10/12/1983,
DWQ,185,1/16/1984,
DWQ,185,4/3/1984,
DWQ,185,7/19/1984,
DWQ,185,2/15/1985,
DWQ,185,4/22/1985,
DWQ,185,7/8/1985,
DWQ,185,10/7/1985,
DWQ,185,1/6/1986,
DWQ,185,4/1/1986,
DWQ,185,7/10/1986,
DWQ,185,10/15/1986,
DWQ,185,2/3/1987,
DWQ,185,4/23/1987,
DWQ,185,8/19/1987,10
DWQ,185,9/10/1987,8
DWQ,185,10/28/1987,3
DWQ,185,11/10/1987,6
DWQ,185,1/19/1988,7
DWQ,185,2/16/1988,3
DWQ,185,3/29/1988,1
DWQ,185,4/11/1988,1
DWQ,185,5/23/1988,4
DWQ,185,6/22/1988,8
DWQ,185,7/27/1988,14
DWQ,185,8/24/1988,11
DWQ,185,9/27/1988,18
DWQ,185,10/26/1988,1
DWQ,185,12/7/1988,1
DWQ,185,1/10/1989,7
DWQ,185,3/29/1989,13
DWQ,185,4/25/1989,4
DWQ,185,5/25/1989,29
DWQ,185,6/19/1989,8
DWQ,185,7/12/1989,8
DWQ,185,8/14/1989,3
DWQ,185,9/28/1989,33
DWQ,185,10/17/1989,11
DWQ,185,11/14/1989,8
DWQ,185,12/11/1989,18
DWQ,185,1/30/1990,23
DWQ,185,2/22/1990,9
DWQ,185,3/19/1990,5
DWQ,185,4/23/1990,5
DWQ,185,5/24/1990,7
DWQ,185,6/26/1990,5
DWQ,185,7/24/1990,11
DWQ,185,8/28/1990,7
DWQ,185,9/25/1990,8
DWQ,185,10/22/1990,8
DWQ,185,11/28/1990,3
DWQ,185,12/18/1990,3
DWQ,185,4/8/1991,3
DWQ,185,5/22/1991,4
DWQ,185,6/5/1991,9
DWQ,185,7/17/1991,8
DWQ,185,8/13/1991,6
DWQ,185,9/16/1991,6
DWQ,185,10/8/1991,6
DWQ,185,11/14/1991,4
DWQ,185,12/11/1991,3
DWQ,185,1/22/1992,3
DWQ,185,2/19/1992,3
DWQ,185,3/9/1992,2
DWQ,185,4/9/1992,1
DWQ,185,5/14/1992,2
DWQ,185,6/11/1992,2
DWQ,185,7/8/1992,5
DWQ,185,8/10/1992,2
DWQ,185,9/9/1992,13
DWQ,185,10/13/1992,1
DWQ,185,11/17/1992,3
DWQ,185,12/8/1992,4
DWQ,185,2/10/1993,32
DWQ,185,3/22/1993,11
DWQ,185,4/19/1993,2
DWQ,185,5/11/1993,1
DWQ,185,6/9/1993,3
DWQ,185,7/6/1993,3
DWQ,185,8/5/1993,9
DWQ,185,9/7/1993,3
DWQ,185,10/14/1993,3
DWQ,185,11/22/1993,6
DWQ,185,2/16/1994,5
DWQ,185,3/23/1994,12
DWQ,185,4/18/1994,4
DWQ,185,5/10/1994,5
DWQ,185,6/14/1994,3
DWQ,185,7/11/1994,4
DWQ,185,8/9/1994,3
DWQ,185,9/7/1994,2
DWQ,185,10/26/1994,1
DWQ,185,11/14/1994,2
DWQ,185,12/7/1994,2
DWQ,185,1/9/1995,1
DWQ,185,2/14/1995,1
DWQ,185,3/7/1995,8
DWQ,185,4/18/1995,4
DWQ,185,5/4/1995,7
DWQ,185,6/15/1995,6
DWQ,185,7/10/1995,8
DWQ,185,8/4/1995,4
DWQ,185,9/5/1995,7
DWQ,185,10/12/1995,6
DWQ,185,11/6/1995,6
DWQ,185,12/5/1995,6
DWQ,185,1/10/1996,9
DWQ,185,2/26/1996,16
DWQ,185,3/14/1996,
DWQ,185,4/11/1996,5
DWQ,185,5/22/1996,6
DWQ,185,6/12/1996,7
DWQ,185,7/1/1996,14
DWQ,185,7/30/1996,36
DWQ,185,8/28/1996,17
DWQ,185,9/18/1996,65
DWQ,185,10/10/1996,7
DWQ,185,12/17/1996,24
DWQ,185,2/26/1997,10
DWQ,185,5/20/1997,3
DWQ,185,6/17/1997,2
DWQ,185,7/15/1997,
DWQ,185,8/12/1997,
DWQ,185,9/9/1997,5
DWQ,185,10/9/1997,2
DWQ,185,11/4/1997,2
DWQ,185,12/11/1997,4
DWQ,185,1/13/1998,2
DWQ,185,2/10/1998,28
DWQ,185,4/7/1998,19
DWQ,185,5/6/1998,6
DWQ,185,6/2/1998,6
DWQ,185,7/30/1998,14
DWQ,185,8/25/1998,2
DWQ,185,11/17/1998,4.51
DWQ,185,12/17/1998,2.16
DWQ,185,1/13/1999,5
DWQ,185,1/21/1999,2
DWQ,185,2/9/1999,11
DWQ,185,4/8/1999,2
DWQ,185,5/4/1999,
DWQ,185,7/27/1999,11.97
DWQ,185,8/24/1999,7.71
DWQ,185,9/27/1999,17.28
DWQ,185,10/14/1999,33.78
DWQ,185,11/18/1999,40.46
DWQ,185,12/15/1999,42.91
DWQ,0,1/12/2000,3.74
DWQ,0,2/16/2000,23.54
DWQ,0,3/7/2000,6.25
DWQ,0,4/5/2000,24.95
DWQ,0,5/4/2000,21.06
DWQ,0,6/1/2000,
DWQ,0,6/27/2000,
DWQ,0,7/25/2000,
DWQ,5,1/12/2000,5.04
DWQ,5,2/16/2000,13.57
DWQ,5,3/7/2000,8.06
DWQ,5,4/5/2000,5.35
DWQ,5,5/4/2000,20.57
DWQ,5,6/1/2000,
DWQ,5,6/27/2000,
DWQ,5,7/25/2000,
DWQ,20,1/12/2000,2.95
DWQ,20,2/16/2000,14.5
DWQ,20,3/7/2000,9.22
DWQ,20,4/5/2000,9.23
DWQ,20,5/4/2000,23.98
DWQ,20,6/1/2000,
DWQ,20,6/27/2000,
DWQ,20,7/25/2000,
DWQ,40,1/12/2000,7.42
DWQ,40,2/16/2000,20.08
DWQ,40,3/7/2000,25.27
DWQ,40,4/5/2000,20.41
DWQ,40,5/4/2000,46.82
DWQ,40,6/1/2000,
DWQ,40,6/27/2000,
DWQ,40,7/25/2000,
DWQ,50,1/12/2000,13.97
DWQ,50,2/16/2000,19.42
DWQ,50,3/7/2000,12.82
DWQ,50,4/6/2000,33.53
DWQ,50,5/4/2000,58.81
DWQ,50,6/1/2000,
DWQ,50,6/27/2000,
DWQ,50,7/25/2000,
DWQ,55,1/12/2000,45.36
DWQ,55,2/16/2000,16.09
DWQ,55,3/7/2000,23.81
DWQ,55,4/6/2000,6.32
DWQ,55,5/4/2000,58.81
DWQ,55,6/1/2000,
DWQ,55,6/27/2000,
DWQ,55,7/25/2000,
DWQ,55,7/26/2000,
DWQ,80,1/12/2000,95.02
DWQ,80,2/16/2000,19.62
DWQ,80,3/7/2000,25.14
DWQ,80,4/6/2000,30.62
DWQ,80,5/4/2000,50.54
DWQ,80,6/1/2000,
DWQ,80,6/21/2000,
DWQ,80,6/27/2000,
DWQ,80,7/26/2000,
DWQ,120,1/12/2000,95.63
DWQ,120,2/16/2000,
DWQ,120,3/7/2000,45.36
DWQ,120,4/6/2000,20.41
DWQ,120,5/4/2000,33.53
DWQ,120,6/1/2000,
DWQ,120,6/27/2000,
DWQ,120,7/25/2000,
DWQ,160,1/12/2000,62.53
DWQ,160,2/16/2000,130
DWQ,160,3/7/2000,41.68
DWQ,160,4/6/2000,8.26
DWQ,185,1/12/2000,47.88
DWQ,185,2/16/2000,60.07
DWQ,185,3/7/2000,41.23
IMS,0,1/24/1994,1.5
IMS,0,2/7/1994,2.9
IMS,0,2/14/1994,4.2
IMS,0,3/8/1994,6.9
IMS,0,3/15/1994,6.2
IMS,0,4/7/1994,6.3
IMS,0,4/21/1994,2.1
IMS,0,5/5/1994,1.2
IMS,0,5/25/1994,2.7
IMS,0,6/8/1994,8.2
IMS,0,6/30/1994,5.7
IMS,0,7/12/1994,4
IMS,0,7/26/1994,6.3
IMS,0,8/9/1994,3.7
IMS,0,8/23/1994,2.5
IMS,0,9/8/1994,1.5
IMS,0,9/20/1994,
IMS,0,10/5/1994,3.1
IMS,0,10/25/1994,0.9
IMS,0,11/8/1994,2.5
IMS,0,11/29/1994,0.9
IMS,0,12/13/1994,0.1
IMS,0,1/4/1995,0.4
IMS,0,1/26/1995,4.3
IMS,0,2/22/1995,5.1
IMS,0,3/7/1995,6.4
IMS,0,3/22/1995,9.5
IMS,0,3/28/1995,2.8
IMS,0,4/11/1995,1.5
IMS,0,4/26/1995,2.3
IMS,0,5/9/1995,6.4
IMS,0,5/23/1995,5
IMS,0,6/6/1995,1.6
IMS,0,6/13/1995,0.2
IMS,0,6/21/1995,1.5
IMS,0,7/5/1995,0.4
IMS,0,7/18/1995,1.1
IMS,0,8/1/1995,1.3
IMS,0,8/9/1995,4.2
IMS,0,8/15/1995,18.8
IMS,0,8/29/1995,1.4
IMS,0,9/12/1995,1
IMS,0,9/27/1995,0.7
IMS,0,10/11/1995,0.2
IMS,0,10/24/1995,0.4
IMS,0,11/8/1995,0.5
IMS,0,11/20/1995,1.2
IMS,0,12/12/1995,0.6
IMS,0,1/10/1996,4
IMS,0,1/11/1996,4
IMS,0,1/30/1996,9
IMS,0,2/22/1996,5
IMS,0,3/5/1996,3.3
IMS,0,3/25/1996,1.6
IMS,0,4/1/1996,2.5
IMS,0,4/18/1996,1.5
IMS,0,5/2/1996,1.1
IMS,0,5/14/1996,1.9
IMS,0,5/29/1996,1.71
IMS,0,6/12/1996,1.5
IMS,0,6/25/1996,5.4
IMS,0,7/10/1996,15.3
IMS,0,7/17/1996,0.7
IMS,0,7/25/1996,0.6
IMS,0,8/6/1996,1.2
IMS,0,8/20/1996,0.9
IMS,0,9/3/1996,0.2
IMS,0,9/9/1996,0.6
IMS,0,9/16/1996,1.5
IMS,0,10/2/1996,2.3
IMS,0,10/24/1996,1.8
IMS,0,11/6/1996,0.7
IMS,0,11/19/1996,1.2
IMS,0,12/3/1996,0.5
IMS,0,12/17/1996,1.4
IMS,0,1/7/1997,0.58
IMS,0,1/22/1997,2
