Form,Date,RM,SHORE,SF,DTSF,DTSF2,COND,TEMP,TDS,SALINITY,DO%,DO,Effort,CATCH,CPUE,YEAR,MON,pa,AREA_2,S_Tide,P_Tide,Experimental_Net_ID,Experimental_Net
201417036,4/17/14 0:00,38,3,32,6,0.54,198,8.2,189.15,0.14,97.4,11.45,1152,0,0,2014,4,0,,2,3,,0
201417039,4/17/14 0:00,38,3,32,6,0.54,201,8.7,189.8,0.14,103,11.89,1164.44,0,0,2014,4,0,,4,4,,0
201417040,4/17/14 0:00,37,3,32,5,0.53,201.6,8.8,189.8,0.14,100.1,11.59,1208.88,12,0.992654358,2014,4,1,,4,4,,0
201417041,4/21/14 0:00,37,3,25,12,0.62,198.6,9.6,183.3,0.13,89.5,10.19,1194.66,17,1.422999012,2014,4,1,,2,2,,0
201417043,4/21/14 0:00,37,3,25,12,0.62,198.1,9.9,180.7,0.13,91.4,10.33,1185.77,0,0,2014,4,0,,2,2,,0
201417044,4/21/14 0:00,37,3,25,12,0.62,192,9.9,175.5,0.13,106.5,12.02,1176.88,23,1.954319897,2014,4,1,,2,4,,0
201417045,4/21/14 0:00,39,3,25,14,0.64,188.1,9.7,172.9,0.13,109.6,12.52,305.77,0,0,2014,4,0,,3,4,,0
201417047,4/22/14 0:00,35,3,29,6,0.54,201.6,10.1,183.3,0.14,95,10.66,368.71,0,0,2014,4,0,,2,2,,0
201417048,4/22/14 0:00,35,3,29,6,0.54,203.3,10.3,183.95,0.14,99.3,11.08,1185.77,0,0,2014,4,0,,2,2,,0
201417050,4/22/14 0:00,36,3,29,7,0.55,199.3,10.5,179.4,0.13,94.3,10.53,1119.99,3,0.267859534,2014,4,1,,2,2,,0
201417052,4/23/14 0:00,37,3,31,6,0.54,199,10.8,177.45,0.13,82.3,9.13,1194.66,0,0,2014,4,0,,2,2,,0
201417054,4/23/14 0:00,37,1,31,6,0.54,198.5,11,176.15,0.13,86.6,9.54,1251.55,1,0.079900923,2014,4,1,,2,2,,0
201417055,4/23/14 0:00,36,1,31,5,0.53,198.2,11,176.15,0.13,79,8.71,1173.33,4,0.340910059,2014,4,1,,2,2,,0
201417056,4/24/14 0:00,37,1,32,5,0.53,210.8,10.5,189.15,0.14,94.1,10.41,1056,1,0.09469697,2014,4,1,,4,2,,0
201417057,4/24/14 0:00,36,1,32,4,0.51,208.2,10.6,186.55,0.14,88.2,9.8,1212.44,2,0.164956616,2014,4,1,,1,2,,0
201417058,4/28/14 0:00,38,3,36,2,0.49,176.2,11.2,155.35,0.11,95.5,10.49,1223.11,4,0.327035181,2014,4,1,,4,4,,0
201417059,4/28/14 0:00,37,1,36,1,0.47,182.6,11.6,159.9,0.12,106.6,11.62,1283.55,20,1.558178489,2014,4,1,,4,4,,0
201417061,4/28/14 0:00,38,3,36,2,0.49,184.1,11.6,160.55,0.12,94.3,10.23,1271.11,0,0,2014,4,0,,4,2,,0
201417063,4/29/14 0:00,37,3,36,1,0.47,179.3,11.7,156,0.11,93.6,10.12,1231.99,5,0.40584745,2014,4,1,,4,4,,0
201417065,4/29/14 0:00,36,3,36,0,0.46,263.4,11.8,228.8,0.17,99.4,10.79,1164.44,0,0,2014,4,0,,4,2,,0
201417067,4/30/14 0:00,37,3,36,1,0.47,178.8,11.6,156,0.11,92.7,10.04,1214.22,16,1.317718371,2014,4,1,,2,4,,0
201417068,4/30/14 0:00,38,1,36,2,0.49,176.8,11.5,154.7,0.11,91.3,9.92,1345.77,5,0.371534512,2014,4,1,,2,4,,0
201417070,5/1/14 0:00,35,3,34,1,0.47,177.1,11.6,154.7,0.11,100.6,10.89,1123.55,1,0.089003605,2014,5,1,,2,3,,0
201417071,5/1/14 0:00,35,1,34,1,0.47,175.5,11.4,154.05,0.11,90.6,9.84,1208.88,1,0.082721196,2014,5,1,,2,4,,0
201417073,5/1/14 0:00,36,3,34,2,0.49,174.4,11.3,153.4,0.11,91.4,9.99,1200,4,0.333333333,2014,5,1,,4,4,,0
201417075,5/2/14 0:00,35,3,30,5,0.53,170.8,11.2,151.45,0.11,90.4,9.9,1137.77,0,0,2014,5,0,,2,3,,0
201417076,5/2/14 0:00,35,3,30,5,0.53,169.1,10.9,150.15,0.11,111.6,12.23,1134.22,0,0,2014,5,0,,2,3,,0
201417078,5/2/14 0:00,36,1,30,6,0.54,171,11.2,150.8,0.11,101.8,11.03,1105.77,2,0.180869439,2014,5,1,,3,4,,0
201417079,5/2/14 0:00,38,1,30,8,0.56,169.2,11,150.15,0.11,93.7,10.29,1267.55,18,1.420062325,2014,5,1,,4,4,,0
201417081,5/5/14 0:00,36,1,28,8,0.56,169.2,11.3,149.5,0.11,97.2,10.61,1164.44,3,0.257634571,2014,5,1,,2,2,,0
201417083,5/5/14 0:00,39,1,28,11,0.6,166.5,11.3,146.25,0.11,98.4,10.73,1189.33,19,1.59753811,2014,5,1,,2,3,,0
201417085,5/5/14 0:00,38,3,28,10,0.59,165.2,10.9,146.9,0.11,97.4,10.73,1432.88,9,0.628105633,2014,5,1,,4,4,,0
201417086,5/6/14 0:00,38,1,32,6,0.54,170.3,11.6,148.85,0.11,110.7,12.04,1169.77,10,0.854868906,2014,5,1,,2,2,,0
201417087,5/6/14 0:00,39,1,32,7,0.55,169.9,11.7,148.2,0.11,104.4,11.34,1280,12,0.9375,2014,5,1,,2,2,,0
201417089,5/6/14 0:00,38,1,32,6,0.54,172.5,12.3,148.2,0.11,114.8,12.26,1201.77,17,1.414580161,2014,5,1,,2,1,,0
201417090,5/6/14 0:00,39,1,32,7,0.55,173,12.1,149.5,0.11,113,12.12,1212.44,25,2.061957705,2014,5,1,,2,4,,0
201517002,3/30/15 0:00,37,1,44,-7,0.37,1982,1.9,2554,2.02,84.1,11.5,1109.33,0,0,2015,3,0,,4,2,,0
201517003,3/30/15 0:00,36,3,44,-8,0.36,7507,2.4,8586.5,7.47,84.3,10.86,1239.11,4,0.322812341,2015,3,1,,2,2,,0
201517004,3/30/15 0:00,38,1,44,-6,0.38,1888,2,2184,1.73,88.9,12.15,1180.44,0,0,2015,3,0,,2,2,,0
201517005,3/31/15 0:00,37,3,51,-14,0.28,9360,2.5,10731.5,9.38,87.3,11.31,1272.88,35,2.74967004,2015,3,1,,4,4,,0
201517006,3/31/15 0:00,38,3,51,-13,0.29,8395,2.5,9932,8.76,88,11.34,1925.33,28,1.454296147,2015,3,1,,4,2,,0
201517007,4/1/15 0:00,36,3,53,-17,0.24,9529,2.5,8229,8.47,88.3,11.53,1164.44,20,1.717563807,2015,4,1,,4,1,,0
201517008,4/1/15 0:00,35,1,53,-18,0.23,3708,2.3,4212,3.33,86,11.45,1326.22,0,0,2015,4,0,,4,2,,0
201517009,4/1/15 0:00,36,1,53,-17,0.24,9762,2.7,10705,9.43,85.8,10.86,1203.55,1,0.083087533,2015,4,1,,1,2,,0
201517010,4/2/15 0:00,36,3,55,-19,0.22,7901,2.8,8924.5,7.79,83.9,10.77,1128.88,0,0,2015,4,0,,4,4,,0
201517011,4/2/15 0:00,35,3,55,-20,0.21,10945,2.8,12356.5,11.15,75.3,9.41,1162.66,0,0,2015,4,0,,4,4,,0
200917016,4/1/09 0:00,36,1,49,-13,0.29,1880,5.9,1.95,1.57,100,12.4,1122.96,1,0.089050367,2009,4,1,,2,4,,0
200917017,4/1/09 0:00,37,3,49,-12,0.31,1650,5.9,1.7,1.28,99,12.3,1102.22,1,0.090725989,2009,4,1,,4,4,,0
200917018,4/2/09 0:00,38,3,44,-6,0.38,1182,6.1,1.2,0.93,100,12.2,1072.59,3,0.279696809,2009,4,1,,2,2,,0
200917019,4/2/09 0:00,37,3,44,-7,0.37,1732,6,1.74,1.38,102,12.5,1795.55,2,0.111386483,2009,4,1,,2,2,,0
200917020,4/6/09 0:00,37,3,39,-2,0.44,230.1,6.9,0.22,0.17,98,12,1066.66,1,0.093750586,2009,4,1,,4,1,,0
200917021,4/6/09 0:00,36,3,39,-3,0.42,221.6,7,0.21,0.16,99,12.1,986.66,3,0.304056108,2009,4,1,,4,2,,0
200917022,4/7/09 0:00,39,1,34,5,0.53,218.6,7.3,0.21,0.16,101,12.1,1075.55,0,0,2009,4,0,,4,2,,0
200917023,4/7/09 0:00,39,1,34,5,0.53,202.6,7.2,0.19,0.15,99,12,1090.37,0,0,2009,4,0,,1,2,,0
200917024,4/7/09 0:00,38,1,34,4,0.51,200.5,7.3,0.19,0.15,95,11.3,1069.62,0,0,2009,4,0,,2,2,,0
200917025,4/7/09 0:00,37,1,34,3,0.5,201.4,7.4,0.19,0.15,99,11.7,1179.25,2,0.169599322,2009,4,1,,2,2,,0
200917026,4/8/09 0:00,36,3,31,5,0.53,203.6,7.2,0.2,0.15,106,12.9,1111.11,5,0.45000045,2009,4,1,,4,1,,0
200917027,4/8/09 0:00,36,3,31,5,0.53,204.7,7.3,0.2,0.15,105,12.6,1451.85,5,0.344388194,2009,4,1,,4,2,,0
200917028,4/8/09 0:00,36,3,31,5,0.53,208,7.3,0.2,0.15,107,12.8,1315.55,12,0.912166014,2009,4,1,,2,2,,0
200917029,4/9/09 0:00,35,3,30,5,0.53,197.1,7.5,0.19,0.14,106,12.6,1099.25,5,0.454855583,2009,4,1,,4,4,,0
200917030,4/9/09 0:00,36,3,30,6,0.54,200,7.2,0.19,0.15,105,12.6,1496.29,3,0.200495893,2009,4,1,,4,4,,0
200917031,4/9/09 0:00,36,3,30,6,0.54,214.7,7.3,0.21,0.16,105,12.5,1069.62,0,0,2009,4,0,,4,2,,0
200917032,4/10/09 0:00,36,1,29,7,0.55,192.8,7.6,0.18,0.14,104,12.5,1202.96,0,0,2009,4,0,,3,4,,0
200917033,4/10/09 0:00,36,1,29,7,0.55,194.6,7.7,0.18,0.14,105,12.5,992.59,0,0,2009,4,0,,4,4,,0
200917034,4/10/09 0:00,36,1,29,7,0.55,198.3,7.8,0.19,0.14,107,12.8,1066.66,2,0.187501172,2009,4,1,,4,4,,0
200917035,4/10/09 0:00,37,1,29,8,0.56,195.7,7.7,0.18,0.14,106,12.7,1188.14,1,0.084165166,2009,4,1,,4,1,,0
200917036,4/13/09 0:00,38,3,32,6,0.54,194.8,7.9,0.18,0.14,104,12.4,1111.11,1,0.09000009,2009,4,1,,2,2,,0
200917037,4/13/09 0:00,38,3,32,6,0.54,195.8,8,0.18,0.14,105,12.5,1241.48,2,0.161098044,2009,4,1,,2,3,,0
200917038,4/13/09 0:00,36,1,32,4,0.51,196.7,7.9,0.18,0.15,101,11.9,1208.88,4,0.330884786,2009,4,1,,4,4,,0
200917039,4/13/09 0:00,35,1,32,3,0.5,197.9,7.8,0.19,0.14,108,12.7,1499.25,0,0,2009,4,0,,4,4,,0
200917041,4/14/09 0:00,40,3,36,4,0.51,197.1,8.4,0.18,0.14,103,12,882.96,0,0,2009,4,0,,4,4,,0
200917042,4/14/09 0:00,40,1,36,4,0.51,195,8.3,0.18,0.14,103,12.1,962.96,0,0,2009,4,0,,4,4,,0
200917043,4/15/09 0:00,38,3,45,-7,0.37,205,8.6,0.19,0.14,102,12,1102.22,4,0.362903957,2009,4,1,,2,2,,0
200917044,4/15/09 0:00,38,3,45,-7,0.37,203,8.7,0.19,0.14,101,11.7,1131.85,1,0.08835093,2009,4,1,,2,2,,0
200917045,4/15/09 0:00,36,3,45,-9,0.35,204.6,8.7,0.19,0.14,101,11.8,1454.81,5,0.343687492,2009,4,1,,2,4,,0
200917046,4/16/09 0:00,37,3,42,-5,0.4,2683,8.4,2.54,2.04,100,11.6,1155.55,1,0.086538878,2009,4,1,,2,2,,0
200917047,4/16/09 0:00,35,3,42,-7,0.37,3858,8.1,2.79,2.34,99,11.4,1214.81,6,0.493904397,2009,4,1,,2,2,,0
200917048,4/16/09 0:00,35,3,42,-7,0.37,3409,8.5,3.15,2.63,98,11.3,1247.4,11,0.881834215,2009,4,1,,2,4,,0
201517012,4/2/15 0:00,35,3,55,-20,0.21,11864,2.9,13344,12.22,87.2,10.77,1119.99,0,0,2015,4,0,,4,4,,0
201517013,4/2/15 0:00,37,3,55,-18,0.23,4171,2.7,4738.5,3.94,90.6,11.94,1381.33,28,2.027031919,2015,4,1,,4,2,,0
201517014,4/3/15 0:00,39,1,56,-17,0.24,3145,3,3516,2.88,84.8,11.16,1244.44,0,0,2015,4,0,,4,4,,0
201517015,4/3/15 0:00,39,3,56,-17,0.24,3679,3.1,4062.5,3.36,88,11.49,1201.77,3,0.249631793,2015,4,1,,4,4,,0
201517016,4/3/15 0:00,39,1,56,-17,0.24,2924,2.9,3302.5,2.64,81.1,10.75,1217.77,0,0,2015,4,0,,4,1,,0
201517017,4/3/15 0:00,38,1,56,-18,0.23,4808,3.2,5330,4.53,83,10.77,1212.44,0,0,2015,4,0,,4,2,,0
201517018,4/6/15 0:00,35,3,52,-17,0.24,678,3,760.5,0.58,85,11.41,1185.77,1,0.084333387,2015,4,1,,2,4,,0
201517019,4/6/15 0:00,36,1,52,-16,0.26,331.6,2.8,375.05,0.28,85.3,11.57,1151.99,0,0,2015,4,0,,3,4,,0
201517020,4/6/15 0:00,37,1,52,-15,0.27,465.7,2.8,526.26,0.4,81.5,11,1184,1,0.084459459,2015,4,1,,4,4,,0
201517021,4/6/15 0:00,38,3,52,-14,0.28,689,3,773.5,0.59,86.3,11.54,1146.66,14,1.220937331,2015,4,1,,4,4,,0
201517022,4/7/15 0:00,38,3,52,-14,0.28,275.7,3,308.75,0.23,83.8,11.22,1194.66,3,0.251117473,2015,4,1,,2,3,,0
201517023,4/7/15 0:00,37,3,52,-15,0.27,272.7,3,306.15,0.23,80.5,10.81,1132.44,6,0.529829395,2015,4,1,,2,3,,0
201517024,4/7/15 0:00,38,3,52,-14,0.28,288.3,3.3,319.8,0.24,78.6,10.46,1162.66,7,0.602067672,2015,4,1,,3,4,,0
201517025,4/7/15 0:00,39,3,52,-13,0.29,270.6,2.8,304.85,0.22,79,10.64,1262.22,15,1.188382374,2015,4,1,,4,4,,0
201517026,4/8/15 0:00,35,3,46,-11,0.32,302.2,3.4,334.1,0.25,81.9,10.85,1166.22,18,1.543448063,2015,4,1,,2,2,,0
201517027,4/8/15 0:00,37,1,46,-9,0.35,272.5,2.8,307.45,0.23,79.5,10.7,1018.66,0,0,2015,4,0,,2,3,,0
201517028,4/8/15 0:00,36,3,46,-10,0.33,288,3.8,314.8,0.23,82.5,10.83,1203.55,14,1.163225458,2015,4,1,,3,4,,0
201517029,4/9/15 0:00,35,3,45,-10,0.33,300.7,3.5,331.5,0.25,80.5,10.66,1096.88,0,0,2015,4,0,,2,2,,0
201517030,4/9/15 0:00,38,3,45,-7,0.37,281.6,3.1,314.6,0.23,84.5,10.99,1119.99,1,0.089286511,2015,4,1,,2,2,,0
201517031,4/9/15 0:00,37,1,45,-8,0.36,281,2.9,317.2,0.23,79.3,10.67,1116.44,0,0,2015,4,0,,2,4,,0
201517032,4/10/15 0:00,35,3,42,-7,0.37,284.5,3.2,317.2,0.23,79.1,10.5,1192.88,3,0.251492187,2015,4,1,,2,2,,0
201517033,4/10/15 0:00,36,1,42,-6,0.38,285.6,3.3,317.85,0.23,73.1,9.72,1208.88,1,0.082721196,2015,4,1,,2,2,,0
201517034,4/10/15 0:00,37,3,42,-5,0.4,289.8,3.2,319.8,0.24,78,10.43,1116.44,5,0.447852101,2015,4,1,,2,3,,0
201517035,4/14/15 0:00,38,3,32,6,0.54,293.3,5.9,299.65,0.22,84,10.29,1176.88,10,0.849704303,2015,4,1,,4,2,,0
201517036,4/14/15 0:00,38,1,32,6,0.54,285.1,6.2,289.25,0.21,,,1381.33,1,0.072393997,2015,4,1,,4,2,,0
201517038,4/14/15 0:00,37,1,32,5,0.53,285.6,6.8,284.05,0.21,,,1264,0,0,2015,4,0,,2,2,,0
201517039,4/15/15 0:00,35,3,30,5,0.53,288.9,6.4,291.2,0.22,,,1176.88,7,0.594793012,2015,4,1,,4,2,,0
201517040,4/15/15 0:00,36,1,30,6,0.54,302.1,6.7,301.6,0.22,,,1208.88,0,0,2015,4,0,,2,2,,0
201517041,4/15/15 0:00,37,3,30,7,0.55,278.2,6.5,279.5,0.21,,,1265.77,6,0.474019767,2015,4,1,,2,2,,0
201517042,4/16/15 0:00,37,3,28,9,0.58,273.5,6.8,272.35,0.2,,,1105.77,14,1.266086076,2015,4,1,,4,4,,0
201517043,4/16/15 0:00,39,1,28,11,0.6,265.3,6.9,263.9,0.2,,,1166.22,12,1.028965375,2015,4,1,,4,1,,0
201517044,4/16/15 0:00,39,3,28,11,0.6,274.1,7.1,271.05,0.2,,,1185.77,6,0.50600032,2015,4,1,,1,2,,0
201517045,4/17/15 0:00,35,3,27,8,0.56,269.2,7.4,263.25,0.2,98.2,11.79,1249.77,3,0.240044168,2015,4,1,,4,2,,0
201517046,4/17/15 0:00,36,1,27,9,0.58,288.5,7.5,281.45,0.21,100.1,11.94,1185.77,6,0.50600032,2015,4,1,,4,1,,0
201517047,4/17/15 0:00,35,3,27,8,0.56,281.3,7.4,274.95,0.2,97.4,11.69,1297.77,5,0.385276282,2015,4,1,,1,2,,0
201517048,4/20/15 0:00,39,3,26,13,0.63,229.1,8.2,219.05,0.16,95.7,11.24,1226.66,3,0.244566547,2015,4,1,,3,4,,0
201517049,4/20/15 0:00,39,3,26,13,0.63,227.5,8.2,217.75,0.16,95,11.18,1260.44,1,0.079337374,2015,4,1,,4,4,,0
201517051,4/21/15 0:00,37,3,28,9,0.58,230.9,8.6,219.05,0.16,95.4,11.13,1114.66,10,0.897134552,2015,4,1,,2,3,,0
201517052,4/21/15 0:00,36,1,28,8,0.56,230.3,8.6,217.75,0.16,93.3,10.86,1255.11,8,0.637394332,2015,4,1,,2,4,,0
201517053,4/21/15 0:00,37,3,28,9,0.58,227.4,8.5,215.8,0.16,93.7,10.91,1144.88,9,0.786108588,2015,4,1,,4,4,,0
201517054,4/22/15 0:00,35,3,25,10,0.59,227.9,9.1,213.2,0.16,91.4,10.55,1137.77,3,0.263673677,2015,4,1,,2,2,,0
201517055,4/22/15 0:00,36,3,25,11,0.6,223.1,8.8,209.95,0.16,93.1,10.78,1160.88,6,0.516849287,2015,4,1,,2,3,,0
201517056,4/22/15 0:00,38,1,25,13,0.63,218.9,8.6,207.35,0.15,95.8,11.18,1063.11,0,0,2015,4,0,,2,4,,0
201517057,4/23/15 0:00,35,1,24,11,0.6,228.6,9,213.85,0.16,,,1184,0,0,2015,4,0,,2,2,,0
201517058,4/23/15 0:00,37,1,24,13,0.63,217.8,9,204.1,0.15,93.6,10.81,1137.77,7,0.615238581,2015,4,1,,2,2,,0
201517059,4/23/15 0:00,39,1,24,15,0.65,214.9,8.5,203.45,0.15,94,10.97,1160.88,8,0.689132382,2015,4,1,,2,4,,0
201517060,4/24/15 0:00,38,3,22,16,0.67,218.7,8.7,206.05,0.15,91.8,10.67,1249.77,2,0.160029445,2015,4,1,,2,2,,0
201517061,4/24/15 0:00,38,1,22,16,0.67,222.6,9.5,205.4,0.15,93.3,10.65,1555.55,4,0.257143776,2015,4,1,,2,2,,0
201517062,4/24/15 0:00,37,1,22,15,0.65,218.1,8.7,206.05,0.15,92.8,10.75,1347.55,10,0.742087492,2015,4,1,,2,3,,0
201517063,4/27/15 0:00,35,3,39,-4,0.41,1011,9.3,936,0.73,90.1,10.27,1258.66,8,0.635596587,2015,4,1,,2,2,,0
201517064,4/27/15 0:00,37,3,39,-2,0.44,325.4,9.9,302.9,0.23,91.1,10.31,1297.77,7,0.539386794,2015,4,1,,2,2,,0
201517065,4/27/15 0:00,39,1,39,0,0.46,974,10.3,877.5,0.68,94.5,10.54,1219.55,4,0.327989832,2015,4,1,,4,4,,0
201517066,4/28/15 0:00,38,1,46,-8,0.36,1317,10,1196,1.25,90.7,10.19,1217.77,8,0.656938502,2015,4,1,,4,2,,0
201517067,4/28/15 0:00,38,3,46,-8,0.36,3389,9.8,3003,2.2,97.8,10.95,1233.77,5,0.405261921,2015,4,1,,4,2,,0
201517068,4/28/15 0:00,37,3,46,-9,0.35,2304,10,2093,1.71,100.6,11.23,1413.33,2,0.141509768,2015,4,1,,2,2,,0
201517069,4/29/15 0:00,36,3,54,-18,0.23,8126,9.8,7585.5,6.95,99,10.75,1205.33,3,0.248894494,2015,4,1,,1,2,,0
201517070,4/29/15 0:00,38,3,54,-16,0.26,6920,9.8,6434,5.6,98.3,10.67,1319.11,18,1.364556405,2015,4,1,,2,2,,0
201517071,4/29/15 0:00,39,3,54,-15,0.27,4701,10.3,4257.5,3.6,100.4,11.02,1251.55,19,1.518117534,2015,4,1,,2,2,,0
201517072,4/30/15 0:00,35,1,57,-22,0.18,18037,8.5,17043,16.01,90.3,9.49,1228.44,10,0.814040572,2015,4,1,,4,2,,0
201517073,4/30/15 0:00,35,3,57,-22,0.18,17630,9.7,16594.5,15.54,90.6,9.53,1253.33,2,0.159574892,2015,4,1,,2,2,,0
201517074,4/30/15 0:00,38,1,57,-19,0.22,12136,10.4,11115,9.89,96.5,10.2,1288.88,17,1.318974614,2015,4,1,,2,2,,0
201517075,5/1/15 0:00,36,3,59,-23,0.17,8352,10.6,7468.5,6.56,94.7,10.09,1240.88,5,0.402939849,2015,5,1,,4,4,,0
201517076,5/1/15 0:00,36,1,59,-23,0.17,12925,9.7,11921,11.09,92.5,9.81,1324.44,3,0.226510827,2015,5,1,,4,1,,0
201517077,5/1/15 0:00,36,1,59,-23,0.17,15122,10.2,14014,12.42,96.1,10.16,1093.33,4,0.365854774,2015,5,1,,1,2,,0
201517078,5/4/15 0:00,37,3,61,-24,0.15,7878,11.9,6831.5,5.95,95.7,9.96,1187.55,4,0.336827923,2015,5,1,,2,4,,0
201517079,5/4/15 0:00,38,3,61,-23,0.17,8241,11.7,7150,6.19,97.9,10.18,1223.11,6,0.490552771,2015,5,1,,3,4,,0
201517080,5/4/15 0:00,39,3,61,-22,0.18,7310,12.7,6214,5.4,,,1253.33,8,0.63829957,2015,5,1,,4,4,,0
201517081,5/5/15 0:00,35,3,61,-26,0.13,7939,12.4,6792.5,5.94,,,1264,8,0.632911392,2015,5,1,,2,4,,0
201517082,5/5/15 0:00,37,3,61,-24,0.15,7630,12.5,6519.5,5.68,,,1125.33,3,0.266588467,2015,5,1,,3,4,,0
201517083,5/5/15 0:00,39,1,61,-22,0.18,7558,12.5,6467.5,5.63,,,1185.77,10,0.843333867,2015,5,1,,4,4,,0
201517084,5/6/15 0:00,36,3,61,-25,0.14,6947,13.2,5817.5,5.02,,,1221.33,3,0.245633858,2015,5,1,,2,4,,0
201517085,5/6/15 0:00,39,1,61,-22,0.18,4918,13.2,4121,3.49,,,1144.88,5,0.436726993,2015,5,1,,3,4,,0
201517086,5/6/15 0:00,39,3,61,-22,0.18,6433,13.7,5330,4.58,,,1274.66,19,1.49059357,2015,5,1,,4,4,,0
201517087,5/6/15 0:00,38,1,61,-23,0.17,7073,13.3,5928,5.13,,,1312,15,1.143292683,2015,5,1,,4,1,,0
20045001,3/8/04 0:00,37,3,58,-21,0.19,,3.83,,,82.7,,1502.22,0,0,2004,3,0,,2,2,,0
20045012,3/11/04 0:00,36,1,47,-11,0.32,,,,,,,1057.77,0,0,2004,3,0,,4,4,,0
20045018,3/15/04 0:00,37,1,40,-3,0.42,295.1,3.2,,0.1,133.7,,1517.03,0,0,2004,3,0,,2,3,,0
20045021,3/23/04 0:00,36,3,45,-9,0.35,1735,3.8,,1.5,96,,1173.33,3,0.255682545,2004,3,1,,4,1,,0
20045030,3/25/04 0:00,39,3,42,-3,0.42,528,4.7,,0.3,98.7,,1229.62,1,0.081325938,2004,3,1,,4,4,,0
20045038,3/29/04 0:00,35,3,47,-12,0.31,650,6,,0.3,,,1185.18,0,0,2004,3,0,,2,2,,0
20045041,3/30/04 0:00,37,3,45,-8,0.36,924,6.5,,0.5,93.9,,1600,4,0.25,2004,3,1,,2,2,,0
20045043,3/30/04 0:00,38,3,45,-7,0.37,1162,5.9,,0.6,93.2,,1134.81,1,0.088120478,2004,3,1,,4,2,,0
20045044,3/31/04 0:00,35,3,51,-16,0.26,2964,6.1,,1.5,90.6,,1170.37,1,0.085443065,2004,3,1,,2,2,,0
20045045,3/31/04 0:00,36,3,51,-15,0.27,3770,6.3,,2,92.5,,1081.48,0,0,2004,3,0,,2,2,,0
20045049,4/7/04 0:00,39,3,42,-3,0.42,539,7,,0.3,87.7,,1202.96,1,0.083128284,2004,4,1,,2,4,,0
20045057,4/9/04 0:00,36,1,39,-3,0.42,489.6,8.6,,0.2,97.9,,1131.85,2,0.17670186,2004,4,1,,3,4,,0
20045058,4/9/04 0:00,37,1,39,-2,0.44,391.1,8.5,,0.3,95.2,,1191.11,0,0,2004,4,0,,2,2,,0
20045079,4/22/04 0:00,36,1,39,-3,0.42,254.9,11.6,,0.1,91.6,,1937.77,4,0.206422847,2004,4,1,,4,1,,0
20045080,4/22/04 0:00,36,3,39,-3,0.42,300.1,11.5,,0.1,93,,1306.66,14,1.071434038,2004,4,1,,4,4,,0
20045082,4/27/04 0:00,36,1,44,-8,0.36,2463,11.8,,1.3,88.1,,1309.62,5,0.381790138,2004,4,1,,2,2,,0
20045085,4/27/04 0:00,36,1,44,-8,0.36,3483,11.9,,1.8,98.7,,1164.44,0,0,2004,4,0,,2,2,,0
20055001,3/10/05 0:00,39,1,51,-12,0.31,1316,1.4,,0.65,,13.1,1137.77,0,0,2005,3,0,,4,1,,0
20055007,3/15/05 0:00,38,1,45,-7,0.37,831,2.09,,0.4,,12.99,1220.74,0,0,2005,3,0,,3,4,,0
20055008,3/15/05 0:00,38,1,45,-7,0.37,727,1.94,,0.35,,12.96,1084.44,0,0,2005,3,0,,3,4,,0
20055011,3/16/05 0:00,36,1,49,-13,0.29,1870,2.42,,0.93,,12.95,1063.7,0,0,2005,3,0,,3,4,,0
20055016,3/18/05 0:00,37,3,54,-17,0.24,1490,2.91,,0.74,,12.74,1238.51,5,0.403710911,2005,3,1,,2,2,,0
20055017,3/21/05 0:00,36,3,62,-26,0.13,,,,,,,1066.66,2,0.187501172,2005,3,1,,2,2,,0
20055019,3/22/05 0:00,37,3,65,-28,0.1,,,,,,,1072.59,2,0.186464539,2005,3,1,,2,2,,0
20055022,3/22/05 0:00,38,3,65,-27,0.12,,,,,,,1146.66,3,0.261629428,2005,3,1,,1,1,,0
20055023,3/23/05 0:00,39,3,66,-27,0.12,,,,,,,1220.74,15,1.228762882,2005,3,1,,2,2,,0
20055024,3/23/05 0:00,39,3,66,-27,0.12,,,,,,,2482.96,3,0.120823533,2005,3,1,,2,2,,0
20055026,3/23/05 0:00,36,3,66,-30,0.08,,,,,,,1194.07,1,0.083747184,2005,3,1,,4,1,,0
20055035,4/1/05 0:00,37,3,28,9,0.58,334,4.78,,0.16,,12.36,1108.14,0,0,2005,4,0,,2,2,,0
20055037,4/6/05 0:00,35,3,8,27,0.81,199,6.28,,0.09,,11.9,1238.51,4,0.322968729,2005,4,1,,1,2,,0
20055040,4/7/05 0:00,36,3,5,31,0.86,185,7.62,,0.09,,11.73,1072.59,5,0.466161348,2005,4,1,,4,1,,0
20055044,4/8/05 0:00,38,3,2,36,0.92,183,6.72,,0.09,,11.9,1188.14,4,0.336660663,2005,4,1,,4,4,,0
20055051,4/13/05 0:00,36,1,30,6,0.54,190,8.17,,0.09,,11.4,1179.25,4,0.339198643,2005,4,1,,2,3,,0
20055052,4/13/05 0:00,37,1,30,7,0.55,187,8.5,,0.09,,11.44,1042.96,2,0.191761908,2005,4,1,,4,1,,0
20055053,4/13/05 0:00,36,1,30,6,0.54,188,8.62,,0.09,,11.49,1217.77,0,0,2005,4,0,,4,1,,0
20055054,4/13/05 0:00,37,1,30,7,0.55,189,8.58,,0.09,,11.3,1051.85,1,0.09507059,2005,4,1,,2,3,,0
