Population,Survey,Date,Easting,Northing,Latitude,Longitude,Vegetation,Bird Count
B,1,5/11/1994,523496,2797318,25 17.639,-80 45.986,Mixed Prairie,3
B,1,5/11/1994,524423,2797322,25 17.640,-80 45.433,Muhly,2
B,1,5/11/1994,524452,2796325,25 17.100,-80 45.417,Mixed Prairie+Saw Grass,0
B,1,5/11/1994,523501,2796323,25 17.100,-80 45.984,Muhly,0
B,1,5/16/1994,522467,2796322,25 17.100,-80 46.600,Muhly,0
B,1,5/10/1994,526397,2806275,25 22.489,-80 44.246,Mixed Prairie,0
B,1,5/10/1994,527407,2806267,25 22.484,-80 43.644,Muhly,1
B,1,5/10/1994,528399,2806293,25 22.497,-80 43.052,Muhly,0
B,1,5/10/1994,525402,2805291,25 21.957,-80 44.841,Mixed Prairie,2
B,1,5/10/1994,526403,2805293,25 21.957,-80 44.244,Mixed Prairie,0
B,1,5/10/1994,527410,2805295,25 21.957,-80 43.643,Muhly,0
B,1,5/10/1994,528403,2805301,25 21.959,-80 43.051,Muhly+Cypress,0
B,1,5/10/1994,525405,2804294,25 21.417,-80 44.840,Muhly,4
B,1,5/10/1994,526405,2804298,25 21.418,-80 44.244,Mixed Prairie,2
B,1,5/10/1994,527412,2804298,25 21.417,-80 43.643,Muhly+Saw Grass,1
B,1,5/10/1994,528405,2804302,25 21.418,-80 43.051,Muhly+TR,0
B,1,5/10/1994,525409,2803292,25 20.874,-80 44.839,Mixed Prairie,1
B,1,5/10/1994,526407,2803296,25 20.875,-80 44.244,Mixed Prairie,3
B,1,5/10/1994,527413,2803300,25 20.876,-80 43.644,Muhly,0
B,1,5/10/1994,528406,2803304,25 20.877,-80 43.052,Muhly+TR,0
B,1,5/10/1994,525411,2802307,25 20.340,-80 44.839,Muhly+BT,4
B,1,5/10/1994,526408,2802312,25 20.342,-80 44.244,Mixed Prairie,0
B,1,5/10/1994,527413,2802312,25 20.341,-80 43.645,Mixed Prairie,1
B,1,5/10/1994,528408,2802316,25 20.342,-80 43.052,Mixed Prairie,3
B,1,5/10/1994,525412,2801312,25 19.801,-80 44.839,Muhly+Saw Grass,2
B,1,5/10/1994,526409,2801314,25 19.801,-80 44.245,Muhly,0
B,1,5/10/1994,527417,2801318,25 19.802,-80 43.644,Muhly,0
B,1,5/10/1994,528410,2801321,25 19.803,-80 43.052,Muhly+Cypress,0
B,1,5/10/1994,525418,2800304,25 19.255,-80 44.837,Mixed Prairie,2
B,1,5/10/1994,526412,2800310,25 19.257,-80 44.244,Mixed Prairie,0
B,1,5/10/1994,527419,2800312,25 19.257,-80 43.644,Cypress,0
B,1,5/10/1994,528414,2800317,25 19.259,-80 43.051,Muhly+Cypress,0
B,1,5/10/1994,525421,2799315,25 18.719,-80 44.836,Muhly,3
B,1,5/10/1994,526418,2799317,25 18.719,-80 44.242,Mixed Prairie,2
B,1,5/10/1994,527423,2799319,25 18.719,-80 43.643,Mixed Prairie,0
B,1,5/10/1994,528417,2799321,25 18.719,-80 43.050,Mixed Prairie,0
B,1,5/10/1994,525423,2798313,25 18.176,-80 44.836,Mixed Prairie,0
B,1,5/10/1994,526420,2798315,25 18.176,-80 44.242,Mixed Prairie,1
B,1,5/10/1994,527418,2798315,25 18.175,-80 43.647,Mixed Prairie,0
B,1,5/10/1994,528423,2798319,25 18.176,-80 43.048,Mixed Prairie,0
B,1,5/10/1994,529408,2798319,25 18.175,-80 42.461,Muhly,3
B,1,5/10/1994,525427,2797322,25 17.639,-80 44.835,Mixed Prairie,2
B,1,5/10/1994,526422,2797325,25 17.640,-80 44.242,Muhly,1
B,1,5/10/1994,527427,2797327,25 17.640,-80 43.643,Muhly,0
B,1,5/10/1994,528427,2797331,25 17.641,-80 43.047,Muhly,1
B,1,5/10/1994,529411,2797330,25 17.639,-80 42.460,Mixed Prairie,1
B,1,5/10/1994,525429,2796342,25 17.108,-80 44.835,Muhly+Saw Grass,3
B,1,5/10/1994,526424,2796344,25 17.108,-80 44.242,Mixed Prairie,0
B,1,5/10/1994,527445,2796331,25 17.100,-80 43.633,Muhly+Saw Grass,0
B,1,5/10/1994,528450,2796333,25 17.100,-80 43.034,Muhly,3
B,1,5/10/1994,528453,2795342,25 16.563,-80 43.034,Mixed Prairie+Saw Grass,0
B,1,5/10/1994,529425,2796354,25 17.110,-80 42.453,Mixed Prairie+Cypress,0
B,1,5/10/1994,525432,2795341,25 16.566,-80 44.834,Mixed Prairie+Saw Grass,0
B,1,5/10/1994,526439,2795343,25 16.566,-80 44.234,Mixed Prairie+Saw Grass,0
B,1,5/10/1994,527446,2795345,25 16.566,-80 43.634,Saw Grass,0
B,1,5/10/1994,529433,2795350,25 16.566,-80 42.450,Mixed Prairie+Hardwood Hammock,0
B,1,4/21/1995,525381,2808146,25 23.504,-80 44.850,Mixed Prairie,0
B,1,4/21/1995,526379,2808152,25 23.506,-80 44.255,Mixed Prairie,0
B,1,4/21/1995,527388,2808159,25 23.509,-80 43.653,Mixed Prairie,0
B,1,4/21/1995,525385,2807183,25 22.982,-80 44.849,Mixed Prairie,0
B,1,4/21/1995,526384,2807184,25 22.982,-80 44.253,Mixed Prairie,0
B,1,4/21/1995,527388,2807186,25 22.982,-80 43.654,Mixed Prairie,0
B,1,5/15/1995,518418,2806263,25 22.490,-80 49.005,Saw Grass,0
B,1,5/15/1995,519424,2806272,25 22.494,-80 48.405,Mixed Prairie+Hardwood Hammock,0
B,1,5/15/1995,520417,2806277,25 22.496,-80 47.813,Muhly+Saw Grass+Hardwood Hammock,0
B,1,4/17/1995,521426,2806279,25 22.496,-80 47.211,Mixed Prairie,0
B,1,4/17/1995,522412,2806282,25 22.497,-80 46.623,Mixed Prairie+Pines,0
B,1,4/17/1995,523406,2806284,25 22.497,-80 46.030,Mixed Prairie+Pines,0
B,1,4/17/1995,524409,2806291,25 22.500,-80 45.432,Mixed Prairie+Pines,1
B,1,5/15/1995,518428,2805281,25 21.958,-80 49.000,Muhly+Saw Grass,2
B,1,5/15/1995,519435,2805281,25 21.957,-80 48.399,Mixed Prairie+Pines,0
B,1,5/15/1995,520426,2805286,25 21.959,-80 47.808,Muhly+Saw Grass+Pines,0
B,1,4/17/1995,521434,2805289,25 21.960,-80 47.207,Mixed Prairie,0
B,1,4/17/1995,522422,2805289,25 21.959,-80 46.618,Mixed Prairie,0
B,1,4/17/1995,523418,2805293,25 21.960,-80 46.024,Mixed Prairie,0
B,1,4/17/1995,524411,2805293,25 21.959,-80 45.432,Mixed Prairie,3
B,1,5/15/1995,518439,2804288,25 21.420,-80 48.994,Mixed Prairie,3
B,1,5/15/1995,519447,2804288,25 21.419,-80 48.393,Mixed Prairie+Hardwood Hammock,6
B,1,5/15/1995,520436,2804291,25 21.420,-80 47.803,Muhly+Saw Grass+Hardwood Hammock,2
B,1,4/17/1995,521443,2804295,25 21.421,-80 47.203,Mixed Prairie,0
B,1,4/17/1995,522432,2804296,25 21.421,-80 46.613,Mixed Prairie,0
B,1,4/17/1995,523428,2804296,25 21.420,-80 46.019,Mixed Prairie,0
B,1,4/17/1995,524412,2804296,25 21.419,-80 45.432,Mixed Prairie,3
B,1,5/15/1995,518449,2803296,25 20.882,-80 48.989,Saw Grass+Muhly+Pines,0
B,1,5/15/1995,519455,2803297,25 20.882,-80 48.389,Mixed Prairie+Pines,0
B,1,5/15/1995,520445,2803298,25 20.882,-80 47.799,Muhly+Saw Grass+Hardwood Hammock,2
B,1,5/15/1995,521451,2803300,25 20.882,-80 47.199,Muhly,1
B,1,5/15/1995,522439,2803302,25 20.882,-80 46.610,Mixed Prairie,0
B,1,4/13/1995,523438,2803303,25 20.882,-80 46.014,Mixed Prairie,2
B,1,4/13/1995,524418,2803301,25 20.880,-80 45.430,Saw Grass+Mixed Prairie,2
B,1,5/15/1995,518462,2802295,25 20.340,-80 48.982,Mixed Prairie+Pines,1
B,1,5/15/1995,519465,2802297,25 20.340,-80 48.384,Muhly+Saw Grass+Hardwood Hammock,0
B,1,5/15/1995,520456,2802300,25 20.341,-80 47.793,Saw Grass+Muhly+Pines,1
B,1,5/15/1995,521464,2802302,25 20.341,-80 47.192,Mixed Prairie+Pines,0
B,1,5/15/1995,522452,2802307,25 20.343,-80 46.603,Muhly+Saw Grass+Hardwood Hammock,3
B,1,4/13/1995,523445,2802307,25 20.342,-80 46.011,Mixed Prairie,3
B,1,4/11/1995,524419,2802308,25 20.342,-80 45.430,Saw Grass+Mixed Prairie,2
B,1,5/15/1995,518472,2801306,25 19.804,-80 48.977,Muhly+Sparina (cord grass)+Pines,1
B,1,4/7/1995,519476,2801309,25 19.805,-80 48.378,Mixed Prairie,2
B,1,4/7/1995,520468,2801311,25 19.805,-80 47.787,Mixed Prairie,2
B,1,4/5/1995,521472,2801312,25 19.805,-80 47.188,Mixed Prairie,0
B,1,4/5/1995,522462,2801316,25 19.806,-80 46.598,Mixed Prairie,1
B,1,4/5/1995,523458,2801317,25 19.806,-80 46.004,Mixed Prairie,0
B,1,4/5/1995,524423,2801317,25 19.805,-80 45.429,Mixed Prairie,1
B,1,5/15/1995,518483,2800300,25 19.259,-80 48.971,Saw Grass+Hardwood Hammock,0
B,1,4/7/1995,519488,2800302,25 19.259,-80 48.372,Hardwood Hammock+Saw Grass,0
B,1,4/7/1995,520478,2800303,25 19.259,-80 47.782,Saw Grass,3
B,1,5/15/1995,522474,2800306,25 19.259,-80 46.592,Muhly+Saw Grass+Hardwood Hammock,3
B,1,4/12/1995,523468,2800310,25 19.260,-80 45.999,Mixed Prairie,0
B,1,4/12/1995,524415,2800304,25 19.256,-80 45.435,Mixed Prairie,0
B,1,5/15/1995,518493,2799309,25 18.722,-80 48.966,Saw Grass+Muhly,0
B,1,5/15/1995,519499,2799311,25 18.722,-80 48.366,Saw Grass+Muhly,0
B,1,4/9/1995,520489,2799308,25 18.720,-80 47.776,Cypress+Saw Grass,0
B,1,5/4/1995,521494,2799312,25 18.721,-80 47.177,Muhly+Saw Grass+Hardwood Hammock,3
B,1,5/4/1995,522484,2799312,25 18.720,-80 46.587,Muhly+Saw Grass+Hardwood Hammock,1
B,1,5/4/1995,523479,2799315,25 18.721,-80 45.994,Muhly+Saw Grass,2
B,1,5/4/1995,524418,2799311,25 18.718,-80 45.434,Muhly+BT,3
B,1,4/9/1995,520496,2798315,25 18.182,-80 47.773,Hardwood Hammock+Saw Grass,0
B,1,5/4/1995,521504,2798315,25 18.181,-80 47.172,Mixed Prairie+Hardwood Hammock,1
B,1,5/4/1995,522492,2798317,25 18.181,-80 46.583,Mixed Prairie+Hardwood Hammock,0
B,1,5/4/1995,523489,2798319,25 18.181,-80 45.989,Muhly+Saw Grass,2
B,1,5/4/1995,524418,2798326,25 18.184,-80 45.435,Muhly+Hardwood Hammock,4
B,1,4/9/1995,520504,2797313,25 17.639,-80 47.769,Mangrove+Saw Grass,0
B,1,5/4/1995,521511,2797317,25 17.640,-80 47.169,Saw Grass+Muhly+Mangrove,1
B,1,5/4/1995,522499,2797317,25 17.639,-80 46.580,Saw Grass+Mangrove,0
B,1,5/4/1995,523496,2797318,25 17.639,-80 45.986,Muhly,2
B,1,5/4/1995,524423,2797322,25 17.640,-80 45.433,Muhly,4
B,1,5/13/1995,522427,2812175,25 25.690,-80 46.608,Saw Grass+Cypress,0
B,1,5/13/1995,523428,2812173,25 25.688,-80 46.011,Saw Grass+Cypress,0
B,1,5/13/1995,524381,2812177,25 25.689,-80 45.442,Muhly+Saw Grass+Cypress,0
B,1,5/13/1995,522422,2811164,25 25.142,-80 46.612,Saw Grass+Cypress,0
B,1,4/21/1995,525398,2806278,25 22.492,-80 44.842,Mixed Prairie,2
B,1,4/21/1995,526397,2806275,25 22.489,-80 44.246,Hardwood Hammock+Pines+Mixed Prairie,0
B,1,4/21/1995,527407,2806267,25 22.484,-80 43.644,Mixed Prairie,0
B,1,4/21/1995,525402,2805291,25 21.957,-80 44.841,Mixed Prairie,3
B,1,4/21/1995,526403,2805293,25 21.957,-80 44.244,Pines+Mixed Prairie,0
B,1,4/21/1995,527410,2805295,25 21.957,-80 43.643,Mixed Prairie,0
B,1,4/21/1995,525405,2804294,25 21.417,-80 44.840,Mixed Prairie,4
B,1,4/21/1995,526405,2804298,25 21.418,-80 44.244,Mixed Prairie,2
B,1,4/21/1995,527412,2804298,25 21.417,-80 43.643,Mixed Prairie,1
B,1,4/21/1995,525409,2803292,25 20.874,-80 44.839,Mixed Prairie,0
B,1,4/21/1995,526407,2803296,25 20.875,-80 44.244,Mixed Prairie,2
B,1,4/21/1995,527413,2803300,25 20.876,-80 43.644,Mixed Prairie,0
B,1,4/21/1995,525411,2802307,25 20.340,-80 44.839,Mixed Prairie,1
B,1,4/21/1995,526408,2802312,25 20.342,-80 44.244,Mixed Prairie,1
B,1,4/21/1995,527413,2802312,25 20.341,-80 43.645,Mixed Prairie,1
B,1,4/8/1995,525412,2801312,25 19.801,-80 44.839,Hardwood Hammock,0
B,1,4/8/1995,526409,2801314,25 19.801,-80 44.245,Hardwood Hammock+Mixed Prairie,0
B,1,4/8/1995,527417,2801318,25 19.802,-80 43.644,Cypress+Hardwood Hammock+Mixed Prairie,0
B,1,4/8/1995,528410,2801321,25 19.803,-80 43.052,Cypress+Hardwood Hammock+Mixed Prairie,0
B,1,4/8/1995,529403,2801324,25 19.803,-80 42.460,Cypress+Hardwood Hammock+Mixed Prairie,0
B,1,5/4/1995,529407,2800321,25 19.260,-80 42.459,Muhly+Saw Grass+Cypress,0
B,1,5/4/1995,525421,2799315,25 18.719,-80 44.836,Muhly+Saw Grass+Muhly,3
B,1,5/4/1995,526418,2799317,25 18.719,-80 44.242,Muhly+Saw Grass,3
B,1,5/4/1995,527423,2799319,25 18.719,-80 43.643,Mixed Prairie,0
B,1,5/4/1995,528417,2799321,25 18.719,-80 43.050,Muhly+Saw Grass+Cypress,4
B,1,5/4/1995,525423,2798313,25 18.176,-80 44.836,Muhly+Saw Grass+Hardwood Hammock,2
B,1,5/4/1995,526420,2798315,25 18.176,-80 44.242,Mixed Prairie+Hardwood Hammock,3
B,1,5/4/1995,527418,2798315,25 18.175,-80 43.647,Mixed Prairie+Hardwood Hammock,2
B,1,5/4/1995,528423,2798319,25 18.176,-80 43.048,Mixed Prairie+Cypress,1
B,1,5/4/1995,529408,2798319,25 18.175,-80 42.461,Mixed Prairie+Cypress,0
B,1,5/4/1995,525427,2797322,25 17.639,-80 44.835,Mixed Prairie,5
B,1,5/4/1995,526422,2797325,25 17.640,-80 44.242,Muhly+Sparina (cord grass),2
B,1,5/4/1995,527427,2797327,25 17.640,-80 43.643,Mixed Prairie+Hardwood Hammock,5
B,1,5/4/1995,528427,2797331,25 17.641,-80 43.047,Mixed Prairie+Cypress,3
B,1,5/4/1995,529411,2797330,25 17.639,-80 42.460,Mixed Prairie+Cypress,4
B,1,5/10/1995,525429,2796342,25 17.108,-80 44.835,Mixed Prairie+Hardwood Hammock,0
B,1,5/10/1995,526424,2796344,25 17.108,-80 44.242,Muhly+Saw Grass+Hardwood Hammock,0
B,1,5/10/1995,529425,2796354,25 17.110,-80 42.453,Muhly+Saw Grass+Cypress,0
B,1,5/10/1995,530400,2796337,25 17.100,-80 41.872,Saw Grass+Cypress,0
B,1,5/10/1995,530401,2801320,25 19.800,-80 41.865,Saw Grass+Cypress,0
B,1,5/10/1995,531395,2801321,25 19.799,-80 41.272,Saw Grass+Cypress,0
B,1,5/10/1995,532388,2801325,25 19.800,-80 40.680,Mixed Prairie+Cypress,0
B,1,5/10/1995,530400,2800305,25 19.250,-80 41.867,Mixed Prairie+Cypress,0
B,1,5/10/1995,531396,2800306,25 19.249,-80 41.273,Mixed Prairie+Cypress,1
B,1,5/10/1995,532387,2800308,25 19.249,-80 40.682,Saw Grass+Cypress,0
B,1,5/10/1995,530400,2799320,25 18.716,-80 41.868,Mixed Prairie+Cypress,3
B,1,5/10/1995,531397,2799322,25 18.716,-80 41.274,Mixed Prairie+Cypress,0
B,1,5/10/1995,532388,2799324,25 18.716,-80 40.683,Saw Grass+Muhly+Cypress,0
B,1,5/10/1995,530401,2798305,25 18.166,-80 41.869,Mixed Prairie+Cypress,0
B,1,5/10/1995,531396,2798307,25 18.166,-80 41.276,Saw Grass+Cypress,0
B,1,5/10/1995,532389,2798309,25 18.166,-80 40.684,Saw Grass+Cypress,0
B,1,5/10/1995,530400,2797290,25 17.616,-80 41.871,Saw Grass+Muhly+Cypress,2
B,1,5/10/1995,532388,2797292,25 17.615,-80 40.686,Saw Grass+Cypress,0
B,1,4/25/1996,525381,2808146,25 23.504,-80 44.850,Muhly+Pines,0
B,1,4/25/1996,526379,2808152,25 23.506,-80 44.255,Muhly,0
B,1,4/25/1996,527388,2808159,25 23.509,-80 43.653,Saw Grass,0
B,1,4/25/1996,525385,2807183,25 22.982,-80 44.849,Muhly,0
B,1,4/30/1996,517427,2806258,25 22.488,-80 49.596,Saw Grass,0
B,1,4/26/1996,518418,2806263,25 22.490,-80 49.005,Muhly+Saw Grass+Cypress,0
B,1,4/26/1996,519424,2806272,25 22.494,-80 48.405,Muhly,1
B,1,4/26/1996,520417,2806277,25 22.496,-80 47.813,Muhly,0
B,1,4/24/1996,521426,2806279,25 22.496,-80 47.211,Mixed Prairie,0
B,1,4/24/1996,522412,2806282,25 22.497,-80 46.623,Muhly+Pines,0
B,1,4/18/1996,523406,2806284,25 22.497,-80 46.030,Muhly+Pines,0
B,1,4/16/1996,524409,2806291,25 22.500,-80 45.432,Muhly+Pines,0
B,1,4/30/1996,517440,2805276,25 21.956,-80 49.589,Saw Grass,0
B,1,4/26/1996,518428,2805281,25 21.958,-80 49.000,Muhly,0
B,1,4/26/1996,519435,2805281,25 21.957,-80 48.399,Muhly,0
B,1,4/26/1996,520426,2805286,25 21.959,-80 47.808,Mixed Prairie,0
B,1,4/24/1996,521434,2805289,25 21.960,-80 47.207,Muhly,0
B,1,4/24/1996,522422,2805289,25 21.959,-80 46.618,Muhly,0
B,1,4/18/1996,523418,2805293,25 21.960,-80 46.024,Muhly+Pines,0
B,1,4/16/1996,524411,2805293,25 21.959,-80 45.432,Muhly,4
B,1,4/30/1996,517450,2804287,25 21.420,-80 49.584,Saw Grass+Muhly,0
B,1,4/26/1996,518439,2804288,25 21.420,-80 48.994,Muhly,0
B,1,4/26/1996,519447,2804288,25 21.419,-80 48.393,Muhly,4
B,1,4/24/1996,520436,2804291,25 21.420,-80 47.803,Muhly,2
B,1,4/24/1996,521443,2804295,25 21.421,-80 47.203,Muhly,0
B,1,4/24/1996,522432,2804296,25 21.421,-80 46.613,Muhly,0
B,1,4/18/1996,523428,2804296,25 21.420,-80 46.019,Muhly,0
B,1,4/16/1996,524412,2804296,25 21.419,-80 45.432,Muhly,4
B,1,4/30/1996,517461,2803292,25 20.881,-80 49.578,Saw Grass,0
B,1,4/26/1996,518449,2803296,25 20.882,-80 48.989,Mixed Prairie+Pines,0
B,1,4/26/1996,519455,2803297,25 20.882,-80 48.389,Muhly,0
B,1,4/24/1996,520445,2803298,25 20.882,-80 47.799,Muhly,0
B,1,4/24/1996,521451,2803300,25 20.882,-80 47.199,Muhly,1
B,1,4/18/1996,522439,2803302,25 20.882,-80 46.610,Muhly,0
B,1,4/18/1996,523438,2803303,25 20.882,-80 46.014,Muhly,2
B,1,4/16/1996,524418,2803301,25 20.880,-80 45.430,Muhly,4
B,1,4/30/1996,517469,2802290,25 20.338,-80 49.574,Saw Grass+Muhly,0
B,1,4/26/1996,518462,2802295,25 20.340,-80 48.982,Muhly,0
B,1,4/26/1996,519465,2802297,25 20.340,-80 48.384,Muhly,1
B,1,4/24/1996,520456,2802300,25 20.341,-80 47.793,Muhly,0
B,1,4/24/1996,521464,2802302,25 20.341,-80 47.192,Muhly,0
B,1,4/18/1996,522452,2802307,25 20.343,-80 46.603,Muhly,5
B,1,4/18/1996,523445,2802307,25 20.342,-80 46.011,Muhly,1
B,1,4/16/1996,524419,2802308,25 20.342,-80 45.430,Muhly,2
B,1,4/30/1996,517484,2801303,25 19.803,-80 49.566,Eleochris (wet grass),0
B,1,4/23/1996,518472,2801306,25 19.804,-80 48.977,Muhly,1
B,1,4/23/1996,519476,2801309,25 19.805,-80 48.378,Muhly,1
B,1,4/24/1996,520468,2801311,25 19.805,-80 47.787,Muhly,3
B,1,4/24/1996,521472,2801312,25 19.805,-80 47.188,Muhly,1
B,1,4/18/1996,522462,2801316,25 19.806,-80 46.598,Muhly,1
B,1,4/18/1996,523458,2801317,25 19.806,-80 46.004,Muhly,5
B,1,4/16/1996,524423,2801317,25 19.805,-80 45.429,Muhly,2
B,1,4/30/1996,517492,2800301,25 19.260,-80 49.562,Saw Grass,0
B,1,4/22/1996,518483,2800300,25 19.259,-80 48.971,Muhly,0
B,1,4/22/1996,519488,2800302,25 19.259,-80 48.372,Muhly,0
B,1,4/23/1996,520478,2800303,25 19.259,-80 47.782,Muhly,0
B,1,4/23/1996,521486,2800303,25 19.258,-80 47.181,Muhly,2
B,1,4/18/1996,522474,2800306,25 19.259,-80 46.592,Muhly,2
B,1,4/18/1996,523468,2800310,25 19.260,-80 45.999,Muhly,2
B,1,4/16/1996,524415,2800304,25 19.256,-80 45.435,Muhly,2
B,1,4/22/1996,518493,2799309,25 18.722,-80 48.966,Muhly,0
B,1,4/22/1996,519499,2799311,25 18.722,-80 48.366,Muhly,0
B,1,4/22/1996,520489,2799308,25 18.720,-80 47.776,Muhly+Cypress,1
B,1,4/22/1996,521494,2799312,25 18.721,-80 47.177,Mixed Prairie,0
B,1,4/18/1996,522484,2799312,25 18.720,-80 46.587,Muhly,0
B,1,4/18/1996,523479,2799315,25 18.721,-80 45.994,Muhly,4
B,1,4/16/1996,524418,2799311,25 18.718,-80 45.434,Muhly,2
B,1,4/22/1996,519509,2798312,25 18.181,-80 48.361,Muhly,0
B,1,4/22/1996,520496,2798315,25 18.182,-80 47.773,Muhly,0
B,1,4/22/1996,521504,2798315,25 18.181,-80 47.172,Muhly,3
B,1,4/18/1996,522492,2798317,25 18.181,-80 46.583,Muhly,0
B,1,4/18/1996,523489,2798319,25 18.181,-80 45.989,Muhly,3
B,1,4/16/1996,524418,2798326,25 18.184,-80 45.435,Muhly,0
B,1,4/22/1996,520504,2797313,25 17.639,-80 47.769,Muhly,0
B,1,4/22/1996,521511,2797317,25 17.640,-80 47.169,Saw Grass,0
B,1,4/18/1996,522499,2797317,25 17.639,-80 46.580,Muhly,1
B,1,4/16/1996,523496,2797318,25 17.639,-80 45.986,Muhly,0
B,1,4/16/1996,524423,2797322,25 17.640,-80 45.433,Muhly,1
B,1,4/23/1996,520436,2812172,25 25.690,-80 47.796,Saw Grass,0
B,1,4/23/1996,521447,2812177,25 25.692,-80 47.193,Muhly+Saw Grass,0
B,1,4/23/1996,522427,2812175,25 25.690,-80 46.608,Saw Grass+Cypress,0
B,1,4/13/1996,523428,2812173,25 25.688,-80 46.011,Saw Grass+Cypress,0
B,1,4/13/1996,524381,2812177,25 25.689,-80 45.442,Muhly+Cypress,0
B,1,4/23/1996,520429,2811162,25 25.143,-80 47.801,Muhly,0
B,1,4/23/1996,521440,2811164,25 25.143,-80 47.198,Muhly+Cypress,0
B,1,4/23/1996,522422,2811164,25 25.142,-80 46.612,Muhly+Saw Grass+Cypress,0
B,1,4/23/1996,523426,2811165,25 25.142,-80 46.013,Muhly+Cypress,0
B,1,4/23/1996,524381,2811163,25 25.140,-80 45.443,Muhly,0
B,1,4/5/1996,525398,2806278,25 22.492,-80 44.842,Muhly,0
B,1,4/5/1996,526397,2806275,25 22.489,-80 44.246,Muhly,3
B,1,4/20/1996,527407,2806267,25 22.484,-80 43.644,Muhly,0
B,1,4/20/1996,528399,2806293,25 22.497,-80 43.052,Muhly,0
B,1,4/5/1996,525402,2805291,25 21.957,-80 44.841,Muhly,0
B,1,4/5/1996,526403,2805293,25 21.957,-80 44.244,Muhly,0
B,1,4/20/1996,527410,2805295,25 21.957,-80 43.643,Muhly,0
B,1,4/20/1996,528403,2805301,25 21.959,-80 43.051,Muhly,0
B,1,4/5/1996,525405,2804294,25 21.417,-80 44.840,Muhly,0
B,1,4/5/1996,526405,2804298,25 21.418,-80 44.244,Muhly,0
B,1,4/9/1996,527412,2804298,25 21.417,-80 43.643,Muhly+Saw Grass,0
B,1,4/20/1996,528405,2804302,25 21.418,-80 43.051,Muhly,0
B,1,4/27/1996,529395,2804306,25 21.419,-80 42.461,Muhly,0
B,1,4/27/1996,530401,2804312,25 21.421,-80 41.861,Muhly,0
B,1,4/27/1996,531393,2804316,25 21.422,-80 41.269,Muhly,0
B,1,4/27/1996,532388,2804322,25 21.424,-80 40.676,Muhly,0
B,1,4/27/1996,533387,2804323,25 21.423,-80 40.080,Muhly+Saw Grass,0
B,1,4/27/1996,534373,2804325,25 21.423,-80 39.492,Muhly,0
B,1,4/27/1996,535381,2804326,25 21.422,-80 38.891,Muhly+Saw Grass,0
B,1,4/27/1996,536376,2804329,25 21.422,-80 38.298,Muhly,0
B,1,4/27/1996,537365,2804328,25 21.420,-80 37.708,Muhly+Saw Grass,0
B,1,4/5/1996,525409,2803292,25 20.874,-80 44.839,Muhly,2
B,1,4/5/1996,526407,2803296,25 20.875,-80 44.244,Muhly,0
B,1,4/9/1996,527413,2803300,25 20.876,-80 43.644,Muhly,4
B,1,4/20/1996,528406,2803304,25 20.877,-80 43.052,Mixed Prairie,0
B,1,4/27/1996,531396,2803318,25 20.881,-80 41.269,Muhly+Saw Grass+Cypress,0
B,1,4/27/1996,536380,2803334,25 20.883,-80 38.297,Muhly+Saw Grass,0
B,1,4/27/1996,537369,2803333,25 20.881,-80 37.707,Muhly+Saw Grass,0
B,1,4/5/1996,525411,2802307,25 20.340,-80 44.839,Muhly,1
B,1,4/5/1996,526408,2802312,25 20.342,-80 44.244,Muhly,1
B,1,4/9/1996,527413,2802312,25 20.341,-80 43.645,Muhly,1
B,1,4/20/1996,528408,2802316,25 20.342,-80 43.052,Muhly,2
B,1,4/27/1996,536374,2802337,25 20.343,-80 38.302,Muhly,0
B,1,4/5/1996,525412,2801312,25 19.801,-80 44.839,Muhly,0
B,1,4/5/1996,526409,2801314,25 19.801,-80 44.245,Muhly,0
B,1,4/9/1996,527417,2801318,25 19.802,-80 43.644,Mixed Prairie+Muhly+Cypress,0
B,1,4/20/1996,528410,2801321,25 19.803,-80 43.052,Muhly+Saw Grass+Cypress,0
B,1,4/20/1996,529403,2801324,25 19.803,-80 42.460,Muhly+Cypress,0
B,1,4/6/1996,525418,2800304,25 19.255,-80 44.837,Muhly,3
B,1,4/6/1996,526412,2800310,25 19.257,-80 44.244,Muhly,3
B,1,4/6/1996,527419,2800312,25 19.257,-80 43.644,Muhly+Cypress,0
B,1,4/6/1996,528414,2800317,25 19.259,-80 43.051,Mixed Prairie+Muhly,0
B,1,4/6/1996,529407,2800321,25 19.260,-80 42.459,Mixed Prairie+Muhly,0
B,1,4/6/1996,525421,2799315,25 18.719,-80 44.836,Muhly,3
B,1,4/6/1996,526418,2799317,25 18.719,-80 44.242,Muhly,4
B,1,4/9/1996,527423,2799319,25 18.719,-80 43.643,Muhly,2
B,1,4/9/1996,528417,2799321,25 18.719,-80 43.050,Muhly,0
B,1,4/9/1996,529410,2799327,25 18.721,-80 42.458,Muhly,5
B,1,4/6/1996,525423,2798313,25 18.176,-80 44.836,Muhly,0
B,1,4/6/1996,526420,2798315,25 18.176,-80 44.242,Muhly,2
B,1,4/9/1996,527418,2798315,25 18.175,-80 43.647,Muhly,3
B,1,4/9/1996,529408,2798319,25 18.175,-80 42.461,Muhly,1
B,1,4/6/1996,525427,2797322,25 17.639,-80 44.835,Muhly,1
B,1,4/6/1996,526422,2797325,25 17.640,-80 44.242,Muhly,0
B,1,4/9/1996,527427,2797327,25 17.640,-80 43.643,Muhly,1
