,City,SUID,STAID,Reach,CollectionDate,SampleID,SMCOD,Tot.Abund,pPA.abund,pPR.abund,pOM.abund,pGC.abund,pFC.abund,pSC.abund,pSH.abund,pPI.abund,Intol.abundp,ModTol.abundp,Tol.abundp,RICH,PA.rich,PR.rich,OM.rich,GC.rich,FC.rich,SC.rich,SH.rich,PI.rich,Intol.rich,Modtol.rich,Tol.rich,OtherTol,MANUII,NUII,DA,NLCD1,NLCD2,NLCD3,NLCD4,NLCD5,NLCD7,NLCD8,NLCD9,NLCD.IS,NOAA.IS
154,DEN,SPLT,3.94E+14,A,6/24/03,119298,SPLT0603IRM0005,7475.2,0.31,1.87,27.74,42.45,25.45,1.86,0.31,0,0.36,46.56,53.09,27,1,3,2,13,5,2,1,0,1,16,9,1,92.90888846,80.98804871,40.7493,0.127145582,89.25619835,0,1.843610935,0.063572791,8.582326764,0.063572791,0.063572791,46.21,48.32
155,DEN,SPLT,3.95E+14,A,6/27/03,117443,SPLT0603IRM0019,3956.8,0.85,4.61,10.48,69.9,11.04,2.83,0.29,0,0.32,16.94,82.73,33,1,8,2,13,5,3,1,0,2,16,15,0,61.29765593,52.46215354,23.0679,0.786516854,68.76404494,0,1.348314607,0.112359551,28.76404494,0.112359551,0.112359551,37.63,36.04
156,DEN,SPLT,3.95E+14,A,8/21/03,117065,SPLT0803IRM0061,11457.6,0.35,3.18,3.73,32.63,58.1,1.47,0.55,0,0,94.37,5.63,23,1,3,1,11,3,3,1,0,0,16,7,0,52.68326783,45.24647411,65.5191,3.359683794,62.56916996,0,2.529644269,0.316205534,30.67193676,0.158102767,0.395256917,31.5,31.38
157,DEN,SPLT,3.95E+14,A,6/25/03,119254,SPLT0603IRM0009,19200,1.4,1.17,1.22,11.57,83.5,0.86,0.28,0,0.01,91.48,8.51,26,1,6,3,9,2,4,1,0,1,14,10,1,33.31933239,29.25455901,25.4556,5.493387589,41.40386572,1.525940997,3.662258393,0.406917599,45.16785351,1.932858596,0.406917599,17.23,14.51
158,DEN,SPLT,3.95E+14,A,6/25/03,119243,SPLT0603IRM0011,14924.8,0,16.22,12.36,31.4,27.58,12.43,0.01,0,0.01,62.9,37.1,29,0,7,2,14,3,2,1,0,1,14,13,1,91.60311774,79.1241125,18.3015,0.424929178,90.36827195,0,2.407932011,0,6.798866856,0,0,42.08,41.75
159,DEN,SPLT,3.95E+14,A,7/2/03,117385,SPLT0703IRM0031,7246.4,1.27,5.79,29.92,36.48,22.6,3.52,0.43,0,0,56.61,43.39,28,1,3,3,14,3,2,2,0,0,19,7,2,28.59619889,25.95356245,91.6452,4.720180893,33.2673827,0.67834935,0.9044658,0,58.62068966,1.554550594,0.254381006,15.96,16.85
160,DEN,SPLT,3.96E+14,A,6/27/03,117468,SPLT0603IRM0017,39761.6,2.07,7.11,6.04,48.4,32.83,3.55,0,0,0.64,57.5,41.86,38,1,9,1,19,4,3,1,0,1,21,16,0,13.13102409,12.80102468,18.7443,0.138121547,17.40331492,1.38121547,0.414364641,0,78.86740331,1.657458564,0.138121547,8.35,6.66
161,DEN,SPLT,3.96E+14,A,6/26/03,119213,SPLT0603IRM0013,8204,1.31,2.64,1.09,37.37,54.54,1.97,1.09,0,0,83.73,16.27,29,1,5,1,16,3,2,1,0,0,15,13,1,2.657378582,4.289846562,23.1264,0.111856823,2.796420582,0,2.460850112,0.111856823,91.61073826,2.572706935,0.33557047,0.94,3.91
162,DEN,SPLT,3.96E+14,A,6/30/03,117427,SPLT0603IRM0023,2093.6,2.25,3.76,20.82,61.42,2.53,4.74,4.47,0,2.22,39.77,58.01,51,1,4,2,29,2,9,4,0,8,24,19,0,14.59105146,13.76629579,10.5282,0.246305419,19.21182266,0,4.679802956,0,57.63546798,17.98029557,0.246305419,6.61,8.82
163,DEN,SPLT,4.00E+14,A,6/30/03,117435,SPLT0603IRM0021,1708.8,1.31,7.18,16.47,51.21,7.02,12.13,4.68,0,13.94,53.38,32.68,35,1,3,1,21,3,5,1,0,8,18,8,1,4.358349243,5.975130458,32.0832,1.777059774,5.815831987,0.242326333,9.369951535,2.423263328,68.41680129,11.06623586,0.888529887,1.87,4.85
164,DEN,SPLT,4.00E+14,A,6/26/03,119154,SPLT0603IRM0015,5967.2,0.8,0.55,1.26,75.15,18.39,2.44,1.4,0,0.27,79.41,20.32,27,1,2,2,15,2,2,3,0,1,14,12,0,61.79910883,54.24727308,6.1218,0,58.89830508,0,7.203389831,8.474576271,25,0.423728814,0,24.92,30.96
165,DEN,SPLT,4.00E+14,A,7/11/03,117148,SPLT0703IRM0055,4514.4,0.3,4.32,10.52,37.06,42.41,3.37,2.03,0,2.28,77.14,20.58,33,1,5,2,13,5,6,1,0,6,18,8,1,50.71239574,45.33113444,87.6069,3.429923122,49.37906564,0.177409817,6.06150207,1.685393258,32.02247191,6.771141336,0.473092844,24.25,22.98
166,DEN,SPLT,4.01E+14,A,7/2/03,117397,SPLT0703IRM0029,5776,0.83,7.05,6.34,29.55,43.21,11.85,1.16,0,0.56,74.34,25.1,47,1,9,3,20,5,6,3,0,2,24,18,3,16.09563274,15.29299537,55.9503,5.601851852,22.17592593,0.416666667,1.944444444,1.805555556,42.36111111,25.13888889,0.555555556,10.01,7.78
167,DEN,SPLT,4.01E+14,A,7/7/03,117341,SPLT0703IRM0038,9230.4,0.29,2.35,2.07,62.58,27.1,4.95,0.65,0,0.6,88.61,10.8,33,1,5,1,16,5,2,3,0,2,22,8,1,9.767426338,10.03459839,30.4947,0.509337861,10.44142615,0,3.310696095,0.084889643,32.25806452,52.29202037,1.103565365,3.37,5.89
168,DEN,SPLT,4.01E+14,A,7/3/03,117357,SPLT0703IRM0035,5324.8,1.22,4.61,7.46,23.38,53.05,9.98,0.3,0,0.3,81.84,17.86,30,1,7,2,13,3,3,1,0,1,16,12,1,4.841974856,5.974961855,30.7332,2.866779089,8.6846543,0,0.674536256,0.084317032,41.98988196,45.36256324,0.337268128,3.54,2.07
169,DEN,SPLT,4.01E+14,A,7/3/03,117371,SPLT0703IRM0033,9420,2.85,6.63,36.51,35.41,16.6,2,0,0,0.32,48.73,50.95,32,1,8,3,15,3,2,0,0,1,17,13,1,17.88307787,16.68962401,38.3337,6.288032454,25.15212982,1.555104801,1.352265044,0,11.76470588,53.41446924,0.473292765,11.06,7.2
170,DEN,SPLT,4.03E+14,A,7/14/03,117131,SPLT0703IRM0063,6492,1.86,3.56,9.23,33.71,45.7,5.6,0.33,0,0.31,77.96,21.73,29,1,4,1,14,3,5,1,0,2,18,9,0,19.18239665,18.32014403,17.6328,0,20.93704246,0,0.878477306,0.146412884,15.37335286,62.51830161,0.146412884,11.03,9.85
171,DEN,SPLT,4.03E+14,A,7/8/03,117280,SPLT0703IRM0042,6260,0,8.15,22.99,44.38,21.64,2.57,0.28,0,0.27,66.9,32.83,31,0,5,3,14,3,4,2,0,2,18,9,2,72.63340266,61.06561251,4.1445,0,88.05031447,0,4.402515723,0,6.918238994,0.628930818,0,41.22,27.21
172,DEN,SPLT,4.03E+14,A,7/8/03,117302,SPLT0703IRM0041,17279.2,0,2.62,13.04,15.4,61.74,7.19,0,0,0,74.5,25.5,28,0,4,2,14,5,2,1,0,0,16,10,2,12.69040333,12.41974084,26.6805,0.097087379,16.60194175,1.747572816,1.359223301,0.582524272,65.14563107,14.36893204,0.097087379,6.54,9.11
173,DEN,SPLT,4.03E+14,A,7/8/03,117246,SPLT0703IRM0045,16616,1.62,0.34,7.91,29.29,60.2,0.65,0,0,0,61.23,38.76,21,1,3,2,10,3,2,0,0,1,8,12,0,2.593178606,4.201524185,558.6399,1.734050445,4.423219585,3.695289318,0.389465875,0.301372404,66.15819733,22.99239614,0.306008902,1.73,2.22
174,DEN,SPLT,4.03E+14,A,7/7/03,117328,SPLT0703IRM0039,12702.4,0,7.33,12.44,31.22,43.29,5.71,0,0,0,78.72,21.28,27,0,5,1,13,5,3,0,0,0,17,9,1,67.49896892,59.45681326,22.5774,0.688863375,63.4902411,0.574052813,4.362801378,0,29.62112514,1.148105626,0.114810563,28.5,28.32
175,DEN,SPLT,4.11E+14,A,7/9/03,117205,SPLT0703IRM0049,8447.2,1.27,10.24,23.08,31.96,14.66,18.79,0,0,1.48,36,62.52,31,1,7,2,13,4,4,0,0,2,16,12,1,4.639170235,5.837005127,509.0166,0.305296901,8.721314812,4.029919096,0.803948507,1.424718872,80.76629522,1.557014196,2.391492393,2.89,3.24
176,DFW,TRIN,8049490,A,7/12/04,138803,TRIN0704IRM0045,4925.42,0,21.84,0,55.38,5.58,1.17,16.03,0,0,24.04,75.96,31,0,9,0,12,4,3,2,0,0,11,13,7,100,78.78261143,43.22689972,0.299580587,88.79568604,0.059916117,7.24985021,0.059916117,0.419412822,3.055721989,0.059916117,43.9,54.40827
177,DFW,TRIN,8049580,A,7/2/04,133778,TRIN0704IRM0025,1539.41,0,3.91,0.29,77.34,6.23,8.73,3.5,0,0,17.28,82.72,29,0,8,1,10,4,5,1,0,0,13,12,4,5.26853519,6.790527756,51.95515928,0.149551346,4.785643071,0.099700897,9.571286142,5.533399801,22.03389831,57.4775673,0.348953141,1,2.806401
178,DFW,TRIN,8049955,A,7/12/04,138795,TRIN0704IRM0043,10370.66,0,8.79,0.31,19.78,26.09,0.94,44.1,0,5.4,75.5,19.09,25,0,5,1,10,5,2,1,0,2,11,8,4,77.11325623,60.93172771,58.27473,0.133333333,70.22222222,0.133333333,13.33333333,0.444444444,3.955555556,11.6,0.177777778,29.26,27.69484
179,DFW,TRIN,8052740,A,6/15/04,131643,TRIN0604IRM0005,1291.79,0,1.99,3.15,20.53,54.82,1.51,17.99,0,0,67.74,32.26,26,0,4,2,12,4,3,1,0,0,8,13,5,5.451877007,6.851003943,94.534562,0.438356164,6.712328767,0.136986301,6.931506849,2.301369863,14.2739726,68.93150685,0.273972603,2.02,3.171393
180,DFW,TRIN,8057200,A,7/15/04,138832,TRIN0704IRM0056,34814.81,0,2.73,10.96,14.65,24.03,3.91,43.72,0,1.24,62.42,36.34,26,0,4,1,10,4,4,2,0,1,9,11,5,96.94737878,76.91857256,173.0111984,0.314371257,83.93712575,0.04491018,5.479041916,0.179640719,1.706586826,8.248502994,0.089820359,40.15,44.68221
181,DFW,TRIN,8057431,A,7/14/04,138787,TRIN0704IRM0053,2609.3,0,14.27,1.09,18.49,15.08,9.68,41.39,0,4.16,69.34,26.5,34,0,13,1,10,3,4,3,0,1,13,12,8,67.29720275,53.68702335,108.986695,0.023764259,61.59695817,0.047528517,24.80988593,0.475285171,3.517110266,9.149239544,0.380228137,21.92,35.10256
182,DFW,TRIN,8057475,A,7/13/04,138820,TRIN0704IRM0047,3375.91,0,10.01,1.3,46.89,15.61,8.35,17.85,0,0,52.08,47.92,45,0,14,2,13,6,7,2,0,0,17,21,7,21.88443209,19.25939523,115.7206638,7.475380483,21.28469114,1.186213071,24.3733214,0.671441361,6.110116383,36.59355416,2.305282005,6.57,13.08588
183,DFW,TRIN,8059530,A,6/14/04,131635,TRIN0604IRM0003,1087.73,0,3.74,1.29,56.95,5.23,12.48,20.31,0,0.6,13.64,85.76,35,0,8,2,15,4,5,1,0,1,11,16,7,8.518339434,9.196763253,26.8063758,0.193236715,9.371980676,0.096618357,10.53140097,2.415458937,16.90821256,60,0.483091787,2.93,5.396674
184,DFW,TRIN,8059571,A,6/15/04,131637,TRIN0604IRM0007,1190.33,0,8.18,0,20.44,52.46,14.6,4.31,0,0.17,79.52,20.31,25,0,8,0,5,5,6,1,0,1,12,8,4,4.532093527,6.210198534,80.96302488,1.023672425,6.493921945,0.319897633,12.85988484,2.847088932,22.13691619,53.80678183,0.511836212,2.32,3.15879
185,DFW,TRIN,8061536,A,6/16/04,131629,TRIN0604IRM0011,2537.63,0.23,5.04,1.02,54.11,8,4.65,26.94,0,0,28.97,71.03,32,1,7,1,16,2,4,1,0,0,12,15,5,94.81210804,74.35815197,91.08987796,0.170599943,86.01080466,0.056866648,5.487631504,0.36963321,2.672732442,5.08956497,0.142166619,40.29,48.65612
186,DFW,TRIN,8061740,A,7/14/04,138799,TRIN0704IRM0051,3115.58,0,11.81,0.29,29.25,9.82,11.53,37.3,0,0,60.7,39.3,25,0,3,1,8,6,5,2,0,0,12,9,4,85.24995358,67.54177017,102.3304259,0.379650721,78.89141989,0.050620096,8.428246014,0.151860289,1.948873703,9.769678562,0.379650721,36.36,48.53527
187,DFW,TRIN,8061780,A,6/17/04,131623,TRIN0604IRM0013,4531.99,0,4.56,21.33,23.5,43.75,0.79,6.07,0,0,96.55,3.45,19,0,6,3,4,2,2,2,0,0,9,4,6,12.04709167,11.73327663,88.16319152,2.438307873,15.1586369,0.323149236,15.77555817,0.998824912,14.89424207,49.58871915,0.822561692,6.02,6.592352
188,DFW,TRIN,8061952,A,6/16/04,131617,TRIN0604IRM0009,1566.96,0.87,14.59,1.55,42.16,16.63,5.09,19.1,0,0,39.48,60.52,33,1,7,1,15,3,4,2,0,0,13,15,5,78.4048131,62.1182228,64.6202006,0.360721443,71.94388778,0.04008016,11.06212425,0.080160321,3.166332665,13.18637275,0.160320641,29.79,38.07493
189,DFW,TRIN,8061995,A,6/18/04,138899,TRIN0604IRM0017,4065.45,0,4.45,5.44,9.75,46.5,4.7,29.16,0,0,82.73,17.27,27,0,7,3,7,4,3,2,0,0,14,8,5,13.75487696,12.95135769,42.9938008,1.686746988,17.34939759,0.120481928,6.325301205,3.192771084,20.42168675,50.42168675,0.481927711,6.14,6.611365
190,DFW,TRIN,8062020,A,7/13/04,138807,TRIN0704IRM0049,2579.83,0.3,13.77,1.85,28.83,26.89,2.21,26.14,0,0,47.48,52.52,39,1,12,2,10,7,5,2,0,0,14,19,6,5.498536923,6.913048717,58.94812688,0.878734622,7.205623902,0.043936731,6.151142355,5.360281195,20.16695958,59.8857645,0.307557118,1.77,3.6166
191,DFW,TRIN,8062090,A,7/7/04,133881,TRIN0704IRM0033,2335.05,0,13.84,0,64.45,13.75,3.02,4.95,0,0.37,86.07,13.56,24,0,7,0,8,5,3,1,0,1,13,5,5,18.21362336,16.39614659,53.81995064,0.240615977,15.25505294,0.336862368,26.22714148,8.132820019,21.70356112,27.95957652,0.144369586,4.93,7.752409
192,DFW,TRIN,8062525,A,7/9/04,133774,TRIN0704IRM0039,1132.99,0,19.91,3.33,63.32,1.59,3.1,7.68,1.07,0,15.09,84.91,35,0,12,1,11,5,2,3,1,0,7,19,9,1.09444866,3.693540487,59.25892544,0.786713287,2.316433566,0,9.222027972,2.753496503,27.70979021,56.99300699,0.218531469,0.62,1.925946
193,DFW,TRIN,8062600,A,7/8/04,133869,TRIN0704IRM0037,1240.8,0,6.04,13.85,20.45,23.25,16.24,20.17,0,0,75.89,24.11,35,0,10,4,12,4,3,2,0,0,17,12,6,0,2.894214917,64.82739964,1.158609668,2.477027567,0,15.78106272,9.908110268,25.92888534,44.34678386,0.399520575,0.24,0.673798
194,DFW,TRIN,8062805,A,6/17/04,131561,TRIN0604IRM0015,5909.24,0,11.48,0.84,73.44,3.68,8.82,1.73,0,0,11.18,88.82,39,0,15,2,13,4,4,1,0,0,11,19,9,0.155006771,3.025649384,68.03898476,0.951655881,1.560715645,0.07613247,19.98477351,9.554625048,15.37875904,52.49333841,0,0.12,0.7483497
195,DFW,TRIN,8063047,A,6/29/04,133863,TRIN0604IRM0021,954.28,0,19.07,0.48,21.48,1.95,1.91,54.98,0.12,0,31.62,68.38,35,0,13,2,9,2,6,2,1,0,9,14,12,1.806641807,4.170878589,52.78395544,0.637880275,2.747791953,0,3.287536801,7.26202159,12.4141315,73.30716389,0.343473994,0.33,0
196,DFW,TRIN,8063300,A,6/7/04,131627,TRIN0604IRM0001,558.93,0,14.97,2.99,25.32,6.15,13.05,37.52,0,0,30.85,69.15,39,0,13,2,14,4,4,2,0,0,11,19,9,2.147183214,4.434737883,101.6829289,0.764136526,3.107488538,0.025471218,6.520631686,6.826286296,12.14977076,70.55527254,0.050942435,0.4,0.2665581
197,DFW,TRIN,8063510,A,7/8/04,133873,TRIN0704IRM0035,1244.35,0,15.01,0.27,58.1,4.02,1.42,20.92,0.27,0,5.75,94.25,32,0,11,1,10,3,3,3,1,0,6,18,8,2.71840304,4.833875448,40.87001064,0.443599493,5.133079848,0,7.794676806,18.37769328,25.15842839,42.96577947,0.126742712,0.46,0
198,DFW,TRIN,8063555,A,7/9/04,133772,TRIN0704IRM0041,7816.47,0,5.17,5.06,15.46,21.83,1.59,50.88,0,0.48,70.51,29.01,30,0,9,2,10,4,3,2,0,1,12,11,6,2.331872527,4.577113738,291.37365,0.817777778,3.342222222,0.08,17.23555556,4.506666667,17.28888889,56.08888889,0.64,0.61,1.437411
199,DFW,TRIN,8063565,A,6/28/04,133865,TRIN0604IRM0019,2860.99,0,13.4,11.03,37.01,14.7,2.71,21.15,0,8.41,74.92,16.67,40,0,13,3,13,4,5,2,0,4,19,9,8,1.42062741,3.897665294,80.36732764,0.547856913,2.803738318,0.032226877,9.893651305,14.63100226,35.41733806,36.44859813,0.225588141,0.42,1.241538
200,DFW,TRIN,8063574,A,7/6/04,133883,TRIN0704IRM0029,4754.78,0,12.43,0,72.23,6.21,2.67,6.47,0,0,30.96,69.04,27,0,8,0,11,2,4,2,0,0,13,9,5,0.522357838,3.266235573,52.91345484,0.881057269,2.545276554,0.440528634,4.405286344,12.38374939,23.34801762,55.70239843,0.293685756,0.4,0.7970529
201,DFW,TRIN,8063595,A,7/7/04,133877,TRIN0704IRM0031,3554.21,0,17.61,1.47,57.32,7.23,5.38,10.38,0.61,4.1,56.39,39.51,38,0,13,2,8,7,5,2,1,2,14,12,10,0.76627965,3.483378593,53.40555256,0.630455868,2.279340446,0.193986421,14.16100873,11.63918526,17.50727449,53.39476237,0.193986421,0.48,1.668661
202,DFW,TRIN,8063692,A,7/6/04,133887,TRIN0704IRM0027,1930.49,0,3.41,5.45,57.21,19.04,4.04,10.84,0,0,48.98,51.02,33,0,4,2,14,4,6,3,0,0,16,13,4,11.901795,11.78155788,55.84014128,0.974025974,13.86827458,0.046382189,6.400742115,6.215213358,17.81076067,54.3135436,0.371057514,4.83,7.178687
203,DFW,TRIN,8064695,A,6/30/04,133790,TRIN0604IRM0023,3765.6,0,7.2,10.88,53.2,16.5,10.32,1.9,0,0.34,42.38,57.28,33,0,6,3,13,5,3,3,0,1,13,14,5,4.347384947,6.060160068,164.6973369,0.314514861,6.935052681,0.031451486,12.47051423,20.50636893,25.33417204,34.37647429,0.031451486,1.34,2.558682
204,POR,WILL,14199710,A,9/22/04,147549,WILL0904IRM0631,8231.2,0.84,7.87,0,23.64,2.82,63.99,0.85,0,40.68,36.73,22.59,28,1,8,0,9,5,3,2,0,10,12,4,2,4.389488184,5.203316276,28.749,0.180342651,1.893597836,0.360685302,64.20198377,7.213706041,13.34535618,11.99278629,0.81154193,0.5559801,1.843976
205,POR,WILL,14205400,A,9/20/04,147511,WILL0904IRM0617,22869.6,0,10.14,1.51,23.97,29.07,16.4,18.91,0,36.78,55.26,7.96,38,0,10,1,8,5,9,5,0,15,16,6,1,1.535227742,3.006284679,87.542,0.029594555,0.532701983,4.084048535,68.57058301,18.34862385,7.191476768,0.76945842,0.473512874,0.2438475,0.1300294
206,POR,WILL,14206347,A,9/28/04,147637,WILL0904IRM0641,3268.8,0.61,6.49,0.69,40.39,44.39,5.56,1.87,0,1.87,65.61,32.52,29,1,2,1,12,6,4,3,0,1,19,8,1,28.21061588,24.14988096,66.7184,0.077851304,28.2210977,0.311405216,27.83184118,2.608018684,13.58505255,26.08018684,1.284546516,13.37391,8.180157
207,POR,WILL,14206435,A,9/28/04,147385,WILL0904IRM0605,1224,0,4.56,0,52.22,17.09,23.4,2.73,0,0,70,30,18,0,3,0,6,4,2,3,0,0,11,5,2,86.80161389,70.5802863,95.6228,0.10845987,82.89045553,0.054229935,11.36117137,1.165943601,2.738611714,1.409978308,0.271149675,39.94248,32.34761
208,POR,WILL,14206750,A,10/1/04,147394,WILL1004IRM0609,8634.4,0.62,2.52,1.69,16.67,75.98,0,2.53,0,5.71,89.22,5.07,25,1,4,1,10,5,0,4,0,4,14,6,1,20.50435398,17.78104739,40.0414,0,22.03499676,0.064808814,29.29358393,2.851587816,8.684381076,35.6448477,1.425793908,8.920218,6.571952
209,POR,WILL,14206950,A,9/21/04,147517,WILL0904IRM0619,6128,0,6.25,0.87,13.35,75.53,2.95,1.04,0,0,93.88,6.12,27,0,5,1,10,5,4,2,0,0,18,7,2,93.59937099,75.81614896,80.7303,0.096401028,84.31876607,0.032133676,10.08997429,0.899742931,2.63496144,1.060411311,0.867609254,38.69931,35.27239
210,POR,WILL,14211315,A,9/29/04,147670,WILL0904IRM0653,5769.6,1.68,4.19,0,49.82,30.4,8.1,5.8,0,3.74,77.72,18.54,36,1,4,0,17,6,3,5,0,4,22,9,1,75.01274565,60.85133778,17.1199,0,59.54545455,0,35,1.363636364,2.727272727,0,1.363636364,22.74978,29.36143
211,POR,WILL,4.35E+14,A,9/22/04,147649,WILL0904IRM0647,7180.8,0.86,7.92,0,25.53,30.52,33.68,1.48,0,13.74,69.75,16.5,35,2,7,0,10,5,7,4,0,9,16,8,2,8.15553344,8.061865361,42.1652,0,3.461063041,1.359703337,59.88875155,15.45117429,7.787391842,10.56860321,1.483312732,1.42683,1.145016
212,POR,WILL,4.35E+14,A,9/22/04,147533,WILL0904IRM0627,10164.8,0,6.04,0.31,24.78,7.62,59.03,2.22,0,47.06,46.08,6.85,32,0,6,1,10,4,7,4,0,12,14,4,2,2.313142645,3.564611942,83.4239,0,0.155231295,1.769636759,86.7742937,7.823657249,2.049053089,0.58987892,0.838248991,0.1970011,0
213,POR,WILL,4.40E+14,A,9/21/04,147377,WILL0904IRM0601,9492.8,0,4.4,34.8,40.49,14.8,2.28,3.24,0,0.29,46.59,53.11,27,0,5,1,11,5,3,2,0,1,14,10,2,74.98072885,61.19076424,50.246,0.052137643,61.93952033,0.052137643,23.04483837,2.241918665,3.962460897,7.87278415,0.834202294,28.66896,27.03131
214,POR,WILL,4.43E+14,A,9/21/04,147571,WILL0904IRM0637,2089.6,0.65,13.92,0,10.42,8.72,65.34,0.96,0,11.12,54.23,34.65,29,1,8,0,8,4,6,2,0,6,14,7,2,9.71124349,9.480389797,32.5045,0,7.12570056,0.64051241,55.16413131,7.76621297,8.566853483,18.89511609,1.841473179,2.59009,3.769273
215,POR,WILL,4.45E+14,A,9/27/04,147379,WILL0904IRM0603,2236.8,0,8.66,0,9.13,62.66,17.7,1.85,0,0.94,66.74,32.32,22,0,5,0,7,5,3,2,0,2,14,5,1,33.09261967,27.97677461,29.9145,0.086805556,32.98611111,0.086805556,17.96875,1.302083333,7.118055556,39.58333333,0.868055556,13.21243,10.57811
216,POR,WILL,4.46E+14,A,9/27/04,147635,WILL0904IRM0639,1893.6,0,8.61,0.68,26.97,49.39,11.83,2.52,0,0.6,82.12,17.28,29,0,7,1,10,2,5,4,0,2,18,8,1,85.95340354,69.76122115,24.7863,0.835945664,88.71473354,0,2.089864159,0.313479624,2.194357367,5.851619645,0,41.94899,37.53506
217,POR,WILL,4.50E+14,A,9/27/04,147404,WILL0904IRM0611,5080.8,0,2.55,0,87.28,0,10.14,0.03,0,0,33.46,66.54,17,0,5,0,7,0,4,1,0,0,9,8,0,100,81.24188689,24.8381,0.104275287,97.81021898,0,0.104275287,0,1.564129301,0.31282586,0.104275287,54.6676,45.57513
218,POR,WILL,4.51E+14,A,9/22/04,147535,WILL0904IRM0629,9767.2,0,9.14,0.65,23.58,47.56,14.39,4.69,0,21.07,75.73,3.19,32,0,6,1,9,5,9,2,0,12,14,5,1,6.993028561,7.098888196,103.7813,0,2.272727273,1.923076923,73.001998,7.592407592,6.043956044,8.641358641,0.524475524,0.8213406,1.261097
219,POR,WILL,4.52E+14,A,9/30/04,147387,WILL0904IRM0607,22444.8,0,5.74,0.29,12.07,11.49,69.27,1.15,0,0,72.49,27.51,27,0,6,1,7,6,5,2,0,0,13,13,1,9.216991267,8.982421431,97.8502,0.10655301,8.604155567,0.159829515,26.53169952,4.768247203,13.47895578,44.27277571,2.077783697,3.067341,4.313639
220,POR,WILL,4.52E+14,A,10/5/04,147543,WILL1004IRM0635,8128,1.32,10.81,1.05,15.44,40.37,26.34,4.66,0,34.25,60.53,5.22,35,1,8,1,9,4,7,5,0,17,13,4,1,3.413438948,4.39211419,65.8637,0,0.62992126,2.283464567,77.71653543,12.48031496,6.141732283,0.433070866,0.31496063,0.2820478,0
221,POR,WILL,4.52E+14,A,9/15/04,147445,WILL0904IRM0615,13064,0.31,9.6,1.28,32.18,32.5,18.52,5.62,0,29.55,66.92,3.53,34,1,9,1,10,5,5,3,0,11,19,3,1,5.864765861,6.364954852,31.3649,0.082644628,4.380165289,0.082644628,53.30578512,6.446280992,5.371900826,29.66942149,0.661157025,1.40348,4.016106
222,POR,WILL,4.52E+14,A,9/16/04,147541,WILL0904IRM0633,3474.4,0.32,9.38,9.2,57.45,13.05,9.05,1.55,0,2.64,78.12,19.25,28,1,4,1,12,4,3,3,0,3,17,7,1,17.78295366,15.7611129,37.0111,0.210822207,27.05551651,0,12.22768798,0.843288826,10.96275474,47.50527056,1.194659171,9.572405,9.540563
223,POR,WILL,4.52E+14,A,9/15/04,147668,WILL0904IRM0651,18292,0.31,2.47,2.63,20.74,67.58,6.27,0,0,0.94,90.5,8.55,19,1,2,1,8,2,5,0,0,2,9,7,1,18.32070301,16.12245998,34.0844,0.152207002,19.02587519,0.076103501,34.09436834,3.272450533,9.284627093,33.86605784,0.228310502,7.890214,8.595281
224,POR,WILL,4.53E+14,A,9/13/04,147529,WILL0904IRM0625,4212.8,0,4.03,0,41.43,39.79,11.72,3.04,0,0.58,89.05,10.37,34,0,4,0,14,7,5,4,0,3,22,8,1,72.92782228,59.55063995,34.1103,0.151975684,81.00303951,0.075987842,9.498480243,1.519756839,4.027355623,2.127659574,1.595744681,38.88863,31.24533
225,POR,WILL,4.53E+14,A,9/14/04,147523,WILL0904IRM0623,2349.6,0,7.1,1.4,24.37,40.79,21.2,5.15,0,1,65.4,33.6,26,0,4,1,11,4,2,3,0,2,15,7,2,39.85198566,33.19216879,55.6332,0,41.93548387,0.093501636,22.20663862,1.355773726,9.350163628,23.60916316,1.449275362,17.19934,15.12912
226,POR,WILL,4.54E+14,A,9/23/04,147521,WILL0904IRM0621,6158.4,0.26,14.59,0,16.43,6.34,44.78,17.59,0,59.73,25.88,14.4,43,1,10,0,17,5,7,3,0,11,26,5,1,0,1.861121315,12.5874,0,0.411522634,1.234567901,73.04526749,15.63786008,3.703703704,4.938271605,1.028806584,0.2240332,0.2419758
227,POR,WILL,4.54E+14,A,9/17/04,147411,WILL0904IRM0613,5755.2,0,17.19,0,30.34,24.47,24.32,3.67,0,17.3,68.32,14.38,39,0,6,0,12,7,7,7,0,10,24,4,1,53.73012999,44.17448211,30.303,0,72.42268041,0,1.804123711,2.06185567,6.013745704,16.32302405,1.374570447,29.03417,25.57177
228,POR,WILL,4.55E+14,A,9/17/04,147676,WILL0904IRM0655,8473.6,0.32,8.59,0,36.46,16.9,28.94,8.79,0,18.81,68.47,12.72,33,1,3,0,14,5,3,7,0,7,21,4,1,26.24100965,22.48838661,22.1704,0,37.55868545,0,17.6056338,5.164319249,13.96713615,19.24882629,6.455399061,13.63816,11.13995
229,POR,WILL,4.55E+14,A,9/24/04,147657,WILL0904IRM0649,4900,0,12.83,0.48,22.48,13.24,50.17,0.81,0,31.5,58.18,10.33,26,0,4,1,9,5,5,2,0,5,15,4,2,5.034182942,5.71456646,65.3198,0,3.253968254,5.793650794,63.92857143,15.15873016,8.611111111,2.5,0.753968254,1.22274,1.720493
